日期(執行日),股票代號,股票名稱,動作,買進價格,賣出價格,買進股數(股),賣出股數(股),個人漲跌幅(%),最大虧損MAE(%),異動金額(元),當下總資產估算(元)
2007-06-01,6198,瑞築,🛒 新進買入,28.4,,8802,0,-0.04,0.0,250000,1000000
2007-06-06,6198,瑞築,🚫 清倉賣出,,28.5,0,8855,-0.04,0.0,252389,1009559
2007-06-14,5201,凱衛,🛒 新進買入,22.95,,10892,0,-7.77,-7.45,249972,999889
2007-06-20,8266,中日新,🛒 新進買入,43.9,,5693,0,0.97,-6.65,249942,999770
2007-06-21,5201,凱衛,🚫 清倉賣出,,21.25,0,11557,-7.77,-7.45,245587,982351
2007-06-21,5302,太欣,🛒 新進買入,56.6,,4339,0,19.32,0.0,245587,982351
2007-06-23,8266,中日新,🚫 清倉賣出,,44.5,0,5593,0.97,-6.65,248927,995709
2007-06-25,5302,太欣,🚫 清倉賣出,,67.8,0,3719,19.32,0.0,252183,1008732
2007-06-27,4129,聯合,🛒 新進買入,63.9,,4035,0,1.32,-2.86,257869,1031476
2007-06-29,4114,健喬,🛒 新進買入,38.0,,6854,0,-5.64,-13.59,260460,1041841
2007-06-29,4905,台聯電,🛒 新進買入,23.95,,10875,0,0.23,-3.59,260460,1041841
2007-07-02,4129,聯合,🚫 清倉賣出,,65.0,0,4019,1.32,-2.86,261267,1045068
2007-07-03,8049,晶采,🛒 新進買入,31.4,,8063,0,11.02,0.0,253202,1012810
2007-07-04,4114,健喬,🚫 清倉賣出,,36.0,0,6882,-5.64,-13.59,247775,991102
2007-07-04,4905,台聯電,🚫 清倉賣出,,24.1,0,10281,0.23,-3.59,247775,991102
2007-07-06,8049,晶采,🚫 清倉賣出,,35.0,0,7376,11.02,0.0,258160,1032640
2007-07-09,8936,國統,🛒 新進買入,32.6,,8011,0,0.83,-1.89,261166,1044665
2007-07-11,4102,永日,🛒 新進買入,29.8,,8771,0,30.36,0.0,261389,1045559
2007-07-11,4702,中美實,🛒 新進買入,9.1,,28724,0,21.5,-0.16,261389,1045559
2007-07-11,5464,霖宏,🛒 新進買入,50.1,,5217,0,7.36,0.0,261389,1045559
2007-07-12,8936,國統,🚫 清倉賣出,,33.0,0,7954,0.83,-1.89,262497,1049988
2007-07-16,4102,永日,🚫 清倉賣出,,39.0,0,7272,30.36,0.0,283622,1134489
2007-07-16,4702,中美實,🚫 清倉賣出,,11.1,0,25551,21.5,-0.16,283622,1134489
2007-07-16,5464,霖宏,🚫 清倉賣出,,54.0,0,5252,7.36,0.0,283622,1134489
2007-07-18,3064,泰偉,🛒 新進買入,308.0,,982,0,-6.38,-12.05,302553,1210213
2007-07-18,4123,晟德,🛒 新進買入,69.0,,4384,0,19.81,0.0,302553,1210213
2007-07-20,5345,馥鴻,🛒 新進買入,7.0,,44135,0,-0.39,-0.33,308946,1235784
2007-07-23,3064,泰偉,🚫 清倉賣出,,289.5,0,1105,-6.38,-12.05,319921,1279684
2007-07-23,4123,晟德,🚫 清倉賣出,,83.0,0,3854,19.81,0.0,319921,1279684
2007-07-24,5395,圓方,🛒 新進買入,42.0,,7413,0,-7.75,-11.95,311376,1245507
2007-07-24,6287,元隆,🛒 新進買入,18.15,,17155,0,-2.32,0.0,311376,1245507
2007-07-25,5345,馥鴻,🚫 清倉賣出,,7.0,0,45409,-0.39,-0.33,317865,1271461
2007-07-27,5395,圓方,🚫 清倉賣出,,38.9,0,8071,-7.75,-11.95,313979,1255917
2007-07-27,6287,元隆,🚫 清倉賣出,,17.8,0,17639,-2.32,0.0,313979,1255917
2007-07-30,3066,李洲,🛒 新進買入,51.8,,6012,0,-6.93,-16.26,311461,1245846
2007-07-30,5392,能率,🛒 新進買入,235.0,,1325,0,8.08,-3.02,311461,1245846
2007-07-30,8936,國統,🛒 新進買入,37.1,,8395,0,2.56,0.0,311461,1245846
2007-07-31,6231,系微,🛒 新進買入,120.0,,2549,0,2.93,-0.88,305951,1223804
2007-08-02,3066,李洲,🚫 清倉賣出,,48.4,0,6300,-6.93,-16.26,304967,1219868
2007-08-02,5392,能率,🚫 清倉賣出,,255.0,0,1195,8.08,-3.02,304967,1219868
2007-08-02,8936,國統,🚫 清倉賣出,,38.2,0,7983,2.56,0.0,304967,1219868
2007-08-03,6231,系微,🚫 清倉賣出,,124.0,0,2485,2.93,-0.88,308227,1232909
2007-08-09,6021,美好證,🛒 新進買入,25.2,,12354,0,-20.16,-17.5,311324,1245297
2007-08-14,4131,浩泰,🛒 新進買入,71.0,,4260,0,-20.04,-20.74,302489,1209957
2007-08-14,6021,美好證,🚫 清倉賣出,,20.2,0,14974,-20.16,-17.5,302489,1209957
2007-08-15,4503,金雨,🛒 新進買入,13.0,,22900,0,-3.46,-8.12,297704,1190817
2007-08-17,4131,浩泰,🚫 清倉賣出,,57.0,0,5123,-20.04,-20.74,292025,1168103
2007-08-17,4503,金雨,🚫 清倉賣出,,12.6,0,23176,-3.46,-8.12,292025,1168103
2007-09-03,6138,茂達,🛒 新進買入,120.0,,2315,0,-2.88,-3.38,277904,1111619
2007-09-06,6138,茂達,🚫 清倉賣出,,117.0,0,2394,-2.88,-3.38,280186,1120746
2007-09-10,5384,捷元,🛒 新進買入,16.3,,16926,0,-0.09,-5.87,275900,1103602
2007-09-13,5384,捷元,🚫 清倉賣出,,16.35,0,17079,-0.09,-5.87,279251,1117005
2007-09-19,4114,健喬,🛒 新進買入,43.0,,6414,0,-5.72,-6.67,275838,1103355
2007-09-21,4114,健喬,🚫 清倉賣出,,40.7,0,6670,-5.72,-6.67,271478,1085913
2007-09-21,6233,旺玖,🛒 新進買入,58.6,,4632,0,18.81,0.0,271478,1085913
2007-09-27,6233,旺玖,🚫 清倉賣出,,69.9,0,3937,18.81,0.0,275225,1100901
2007-10-04,6022,大眾證,🛒 新進買入,27.9,,10203,0,5.32,0.0,284690,1138762
2007-10-09,6022,大眾證,🚫 清倉賣出,,29.5,0,9753,5.32,0.0,287716,1150866
2007-10-11,3362,先進光,🛒 新進買入,19.45,,14818,0,4.47,-2.87,288226,1152906
2007-10-16,3362,先進光,🚫 清倉賣出,,20.4,0,14039,4.47,-2.87,286402,1145610
2007-10-24,6231,系微,🛒 新進買入,140.5,,2076,0,-12.8,-11.79,291699,1166796
2007-10-29,6231,系微,🚫 清倉賣出,,123.0,0,2301,-12.8,-11.79,283104,1132417
2007-11-26,6229,研通,🛒 新進買入,30.7,,9197,0,-7.21,-6.88,282363,1129455
2007-11-27,6229,研通,🚫 清倉賣出,,28.6,0,9872,-7.21,-6.88,282363,1129455
2008-03-04,5302,太欣,🛒 新進買入,28.7,,9661,0,6.55,0.0,277275,1109101
2008-03-07,5302,太欣,🚫 清倉賣出,,30.7,0,9274,6.55,0.0,284726,1138905
2008-03-31,6210,慶生,🛒 新進買入,34.7,,8121,0,11.09,-2.64,281813,1127253
2008-04-03,6210,慶生,🚫 清倉賣出,,38.7,0,7244,11.09,-2.64,280359,1121436
2008-05-19,6203,海韻電,🛒 新進買入,95.4,,3035,0,17.98,-0.05,289624,1158497
2008-05-22,6203,海韻電,🚫 清倉賣出,,113.0,0,2596,17.98,-0.05,293458,1173835
2009-03-12,6169,昱泉,🛒 新進買入,31.15,,9715,0,4.88,0.0,302643,1210575
2009-03-17,6169,昱泉,🚫 清倉賣出,,32.8,0,9384,4.88,0.0,307827,1231310
2009-03-27,5523,豐謙,🛒 新進買入,10.55,,29036,0,13.29,-3.36,306336,1225347
2009-03-31,3546,宇峻,🛒 新進買入,120.0,,2531,0,4.59,0.0,303761,1215044
2009-04-01,5523,豐謙,🚫 清倉賣出,,12.0,0,25525,13.29,-3.36,306300,1225202
2009-04-03,3546,宇峻,🚫 清倉賣出,,126.0,0,2551,4.59,0.0,321476,1285906
2009-04-07,4129,聯合,🛒 新進買入,26.6,,12028,0,17.02,0.0,319953,1279813
2009-04-08,6509,聚和,🛒 新進買入,22.3,,14347,0,2.96,-4.75,319953,1279813
2009-04-10,3260,威剛,🛒 新進買入,32.25,,10238,0,1.92,-2.37,330205,1320820
2009-04-10,4129,聯合,🚫 清倉賣出,,31.25,0,10566,17.02,0.0,330205,1320820
2009-04-13,6509,聚和,🚫 清倉賣出,,23.05,0,14464,2.96,-4.75,333417,1333670
2009-04-15,3260,威剛,🚫 清倉賣出,,33.0,0,10222,1.92,-2.37,337349,1349397
2009-04-16,8299,群聯,🛒 新進買入,148.0,,2275,0,-8.47,-9.5,336816,1347267
2009-04-20,8299,群聯,🚫 清倉賣出,,136.0,0,2461,-8.47,-9.5,334707,1338830
2009-05-04,4102,永日,🛒 新進買入,33.15,,9959,0,4.86,0.0,330167,1320668
2009-05-05,4102,永日,🚫 清倉賣出,,34.9,0,9460,4.86,0.0,330167,1320668
2009-05-07,8261,富鼎,🛒 新進買入,33.3,,10035,0,-0.69,-5.15,334181,1336725
2009-05-12,3526,凡甲,🛒 新進買入,65.8,,5051,0,1.88,-3.69,332386,1329545
2009-05-12,8261,富鼎,🚫 清倉賣出,,33.2,0,10011,-0.69,-5.15,332386,1329545
2009-05-13,5491,連展,🛒 新進買入,16.6,,20219,0,2.61,-0.05,335646,1342585
2009-05-15,3526,凡甲,🚫 清倉賣出,,67.3,0,4954,1.88,-3.69,333440,1333761
2009-05-18,5491,連展,🚫 清倉賣出,,17.1,0,19561,2.61,-0.05,334502,1338010
2009-05-22,8042,金山電,🛒 新進買入,30.6,,11027,0,4.81,0.0,337435,1349742
2009-05-22,8933,愛地雅,🛒 新進買入,27.6,,12225,0,0.33,-2.22,337435,1349742
2009-05-25,4408,聯明,🛒 新進買入,9.0,,37492,0,13.99,0.0,337435,1349742
2009-05-25,5512,力麒,🛒 新進買入,16.4,,20575,0,0.21,-8.58,337435,1349742
2009-05-26,3083,網龍,🛒 新進買入,378.0,,724,0,-0.79,-7.32,273823,1369118
2009-05-26,4408,聯明,🚫 清倉賣出,,10.3,0,33231,13.99,0.0,342279,1369118
2009-05-26,5512,力麒,📉 減碼微調,,17.5,0,3911,0.21,-8.58,68455,1369118
2009-05-26,5523,豐謙,🛒 新進買入,17.1,,16013,0,-1.56,-5.89,273823,1369118
2009-05-26,8042,金山電,📉 減碼微調,,31.45,0,2176,4.81,0.0,68455,1369118
2009-05-26,8933,愛地雅,📉 減碼微調,,28.0,0,2444,0.33,-2.22,68455,1369118
2009-05-27,3083,網龍,📈 加碼微調,351.0,,199,0,-0.79,-7.32,69953,1399076
2009-05-27,4408,聯明,🛒 新進買入,10.85,,32236,0,-0.39,-8.71,349769,1399076
2009-05-27,5512,力麒,📈 加碼微調,15.1,,4632,0,0.21,-8.58,69953,1399076
2009-05-27,5523,豐謙,📈 加碼微調,16.3,,4291,0,-1.56,-5.89,69953,1399076
2009-05-27,8042,金山電,🚫 清倉賣出,,32.2,0,8689,4.81,0.0,279815,1399076
2009-05-27,8933,愛地雅,🚫 清倉賣出,,27.8,0,10065,0.33,-2.22,279815,1399076
2009-06-01,4408,聯明,🚫 清倉賣出,,10.85,0,31317,-0.39,-8.71,339800,1359200
2009-06-01,5512,力麒,🚫 清倉賣出,,16.5,0,20593,0.21,-8.58,339800,1359200
2009-06-02,3083,網龍,🚫 清倉賣出,,376.5,0,937,-0.79,-7.32,352837,1411350
2009-06-02,4415,台原藥,🛒 新進買入,84.0,,4200,0,26.88,0.0,352837,1411350
2009-06-02,5523,豐謙,🚫 清倉賣出,,16.9,0,20877,-1.56,-5.89,352837,1411350
2009-06-04,6231,系微,🛒 新進買入,156.0,,2310,0,20.04,0.0,360370,1441480
2009-06-05,4415,台原藥,🚫 清倉賣出,,107.0,0,3428,26.88,0.0,366855,1467423
2009-06-05,8049,晶采,🛒 新進買入,10.8,,33968,0,4.22,-4.21,366855,1467423
2009-06-06,6290,良維,🛒 新進買入,27.85,,13653,0,-2.36,-3.1,380263,1521053
2009-06-08,5480,統盟,🛒 新進買入,8.6,,44804,0,-13.02,-13.53,385320,1541280
2009-06-08,6231,系微,🚫 清倉賣出,,188.0,0,2049,20.04,0.0,385320,1541280
2009-06-09,8049,晶采,🚫 清倉賣出,,11.3,0,35658,4.22,-4.21,402945,1611783
2009-06-10,5480,統盟,🚫 清倉賣出,,7.51,0,52316,-13.02,-13.53,392898,1571593
2009-06-10,6290,良維,🚫 清倉賣出,,27.3,0,14391,-2.36,-3.1,392898,1571593
2009-06-29,3516,亞帝歐,🛒 新進買入,16.6,,23284,0,-1.89,-5.77,386525,1546101
2009-06-29,3546,宇峻,🛒 新進買入,291.0,,1328,0,-17.51,-15.5,386525,1546101
2009-06-30,3516,亞帝歐,🚫 清倉賣出,,16.35,0,23640,-1.89,-5.77,386525,1546101
2009-07-01,3546,宇峻,🚫 清倉賣出,,241.0,0,1543,-17.51,-15.5,371944,1487778
2009-07-10,3312,弘憶股,🛒 新進買入,17.3,,21226,0,2.48,0.0,367227,1468908
2009-07-10,4530,宏易,🛒 新進買入,14.0,,26230,0,-7.15,-12.54,367227,1468908
2009-07-15,3312,弘憶股,🚫 清倉賣出,,17.8,0,20546,2.48,0.0,365719,1462876
2009-07-15,4105,東洋,🛒 新進買入,111.0,,3294,0,16.21,0.0,365719,1462876
2009-07-15,4530,宏易,🚫 清倉賣出,,13.05,0,28024,-7.15,-12.54,365719,1462876
2009-07-15,5523,豐謙,🛒 新進買入,15.8,,23146,0,3.39,0.0,365719,1462876
2009-07-20,3083,網龍,🛒 新進買入,503.0,,735,0,-2.18,-6.8,369732,1478930
2009-07-20,4105,東洋,🚫 清倉賣出,,129.5,0,2855,16.21,0.0,369732,1478930
2009-07-20,5523,豐謙,🚫 清倉賣出,,16.4,0,22544,3.39,0.0,369732,1478930
2009-07-23,3083,網龍,🚫 清倉賣出,,494.0,0,760,-2.18,-6.8,375587,1502348
2009-09-17,6173,信昌電,🛒 新進買入,22.5,,16829,0,-1.72,-3.6,378672,1514691
2009-09-18,5340,建榮,🛒 新進買入,8.6,,44031,0,-1.55,-7.49,378672,1514691
2009-09-21,1333,恩得利,🛒 新進買入,9.7,,38686,0,-6.97,-6.64,375263,1501053
2009-09-22,3553,力積,🛒 新進買入,77.9,,4911,0,-3.46,-2.74,382595,1530383
2009-09-22,6173,信昌電,🚫 清倉賣出,,22.2,0,17234,-1.72,-3.6,382595,1530383
2009-09-23,3221,台嘉碩,🛒 新進買入,23.9,,15735,0,7.11,-0.47,376075,1504301
2009-09-23,5340,建榮,🚫 清倉賣出,,8.5,0,44244,-1.55,-7.49,376075,1504301
2009-09-24,1333,恩得利,🚫 清倉賣出,,9.06,0,41933,-6.97,-6.64,379916,1519666
2009-09-25,3360,尚立,🛒 新進買入,15.8,,23222,0,5.91,0.0,366920,1467681
2009-09-25,3553,力積,🚫 清倉賣出,,75.5,0,4859,-3.46,-2.74,366920,1467681
2009-09-28,3221,台嘉碩,🚫 清倉賣出,,25.7,0,14348,7.11,-0.47,368753,1475012
2009-09-28,5349,先豐,🛒 新進買入,14.7,,25085,0,-7.85,-11.27,368753,1475012
2009-09-28,5381,光譜,🛒 新進買入,6.84,,53911,0,0.33,-6.04,368753,1475012
2009-09-30,3360,尚立,🚫 清倉賣出,,16.8,0,22416,5.91,0.0,376591,1506367
2009-10-01,5349,先豐,🚫 清倉賣出,,13.6,0,26857,-7.85,-11.27,365258,1461034
2009-10-01,5381,光譜,🚫 清倉賣出,,6.89,0,53012,0.33,-6.04,365258,1461034
2009-10-05,5310,天剛,🛒 新進買入,74.0,,5029,0,1.76,0.0,372169,1488676
2009-10-08,5310,天剛,🚫 清倉賣出,,75.6,0,4988,1.76,0.0,377151,1508606
2009-10-28,5213,亞昕,🛒 新進買入,36.8,,10157,0,-9.33,-7.79,373805,1495221
2009-11-02,5213,亞昕,🚫 清倉賣出,,33.5,0,11013,-9.33,-7.79,368938,1475753
2009-11-03,3431,長天,🛒 新進買入,15.2,,24113,0,0.92,-4.65,366527,1466108
2009-11-06,3431,長天,🚫 清倉賣出,,15.4,0,23548,0.92,-4.65,362645,1450581
2009-12-10,1333,恩得利,🛒 新進買入,21.0,,17425,0,13.6,-4.81,365925,1463700
2009-12-10,3164,景岳,🛒 新進買入,85.8,,4264,0,-7.59,-6.69,365925,1463700
2009-12-15,1333,恩得利,🚫 清倉賣出,,23.95,0,15205,13.6,-4.81,364169,1456678
2009-12-15,3164,景岳,🚫 清倉賣出,,79.6,0,4574,-7.59,-6.69,364169,1456678
2009-12-16,5326,漢磊,🛒 新進買入,14.45,,25454,0,10.98,0.0,367819,1471276
2009-12-16,8049,晶采,🛒 新進買入,18.5,,19882,0,-1.74,-5.18,367819,1471276
2009-12-21,5326,漢磊,🚫 清倉賣出,,16.1,0,23340,10.98,0.0,375786,1503145
2009-12-21,8049,晶采,🚫 清倉賣出,,18.25,0,20591,-1.74,-5.18,375786,1503145
2010-01-05,4530,宏易,🛒 新進買入,11.65,,32617,0,-9.8,-9.49,379996,1519985
2010-01-06,3577,泓格,🛒 新進買入,95.0,,3999,0,-14.65,-14.15,379996,1519985
2010-01-07,3577,泓格,📉 減碼微調,,93.0,0,810,-14.65,-14.15,75338,1506764
2010-01-07,4530,宏易,📉 減碼微調,,11.0,0,6848,-9.8,-9.49,75338,1506764
2010-01-07,6248,沛波,🛒 新進買入,21.95,,13729,0,0.29,-8.7,301352,1506764
2010-01-07,6291,沛亨,🛒 新進買入,17.9,,16835,0,10.18,-0.61,301352,1506764
2010-01-07,8092,建暐,🛒 新進買入,17.35,,17369,0,-13.6,-6.96,301352,1506764
2010-01-08,4530,宏易,🚫 清倉賣出,,10.55,0,28246,-9.8,-9.49,298004,1490020
2010-01-08,5345,馥鴻,🛒 新進買入,14.15,,21060,0,7.7,0.0,298004,1490020
2010-01-08,6150,撼訊,🛒 新進買入,52.7,,5654,0,10.38,-0.05,298004,1490020
2010-01-08,8092,建暐,🚫 清倉賣出,,15.05,0,19800,-13.6,-6.96,298004,1490020
2010-01-11,3577,泓格,🚫 清倉賣出,,81.4,0,3515,-14.65,-14.15,286172,1430861
2010-01-11,8092,建暐,🛒 新進買入,16.0,,17885,0,1.47,0.0,286172,1430861
2010-01-12,5345,馥鴻,📈 加碼微調,14.2,,4834,0,7.7,0.0,68650,1373014
2010-01-12,6150,撼訊,📈 加碼微調,56.3,,1219,0,10.38,-0.05,68650,1373014
2010-01-12,6223,旺矽,🛒 新進買入,95.2,,3605,0,10.38,0.0,343253,1373014
2010-01-12,6248,沛波,🚫 清倉賣出,,22.1,0,12425,0.29,-8.7,274602,1373014
2010-01-12,6291,沛亨,🚫 清倉賣出,,19.8,0,13868,10.18,-0.61,274602,1373014
2010-01-12,8092,建暐,🚫 清倉賣出,,16.3,0,16846,1.47,0.0,274602,1373014
2010-01-13,5345,馥鴻,🚫 清倉賣出,,15.3,0,23394,7.7,0.0,357937,1431750
2010-01-13,6150,撼訊,🚫 清倉賣出,,58.4,0,6129,10.38,-0.05,357937,1431750
2010-01-15,6223,旺矽,🚫 清倉賣出,,105.5,0,3563,10.38,0.0,375901,1503606
2010-01-22,5450,南良,🛒 新進買入,26.0,,14700,0,-6.91,-6.39,382201,1528807
2010-01-26,3360,尚立,🛒 新進買入,25.5,,15051,0,-10.16,-13.37,383809,1535237
2010-01-27,3360,尚立,🚫 清倉賣出,,23.0,0,16631,-10.16,-13.37,382523,1530095
2010-01-27,5450,南良,🚫 清倉賣出,,24.3,0,15741,-6.91,-6.39,382523,1530095
2010-03-10,8277,商丞,🛒 新進買入,97.5,,3755,0,-0.91,-1.79,366130,1464522
2010-03-15,8277,商丞,🚫 清倉賣出,,97.0,0,3778,-0.91,-1.79,366556,1466225
2010-03-17,5410,國眾,🛒 新進買入,45.25,,8072,0,2.58,-3.91,365301,1461206
2010-03-19,4131,浩泰,🛒 新進買入,59.8,,6101,0,-6.22,-11.41,364854,1459419
2010-03-22,3537,堡達,🛒 新進買入,44.5,,8205,0,20.87,0.0,365157,1460629
2010-03-22,5410,國眾,🚫 清倉賣出,,46.6,0,7835,2.58,-3.91,365157,1460629
2010-03-24,4131,浩泰,🚫 清倉賣出,,56.3,0,6605,-6.22,-11.41,371917,1487670
2010-03-25,3537,堡達,🚫 清倉賣出,,54.0,0,6927,20.87,0.0,374060,1496241
2010-03-31,5356,協益,🛒 新進買入,19.6,,19445,0,-6.49,-10.5,381126,1524505
2010-04-06,5356,協益,🚫 清倉賣出,,18.4,0,20288,-6.49,-10.5,373306,1493226
2010-04-06,6175,立敦,🛒 新進買入,14.6,,25568,0,-3.12,-8.95,373306,1493226
2010-04-08,3577,泓格,🛒 新進買入,75.2,,5019,0,10.47,0.0,377464,1509856
2010-04-09,6175,立敦,🚫 清倉賣出,,14.2,0,26310,-3.12,-8.95,373610,1494442
2010-04-12,6217,中探針,🛒 新進買入,60.7,,6159,0,3.87,-8.77,373889,1495556
2010-04-13,3577,泓格,🚫 清倉賣出,,83.4,0,4495,10.47,0.0,374911,1499646
2010-04-15,6217,中探針,🚫 清倉賣出,,63.3,0,5894,3.87,-8.77,373114,1492458
2010-04-21,6140,訊達,🛒 新進買入,21.2,,18197,0,11.59,0.0,385783,1543132
2010-04-26,6140,訊達,🚫 清倉賣出,,23.75,0,16270,11.59,0.0,386419,1545677
2010-04-27,5345,馥鴻,🛒 新進買入,20.5,,19171,0,2.03,-5.65,393012,1572050
2010-04-30,5345,馥鴻,🚫 清倉賣出,,21.0,0,19004,2.03,-5.65,399087,1596350
2010-05-05,5505,和旺,🛒 新進買入,54.0,,7388,0,-1.13,-0.97,398976,1595905
2010-05-10,5505,和旺,🚫 清倉賣出,,53.6,0,7442,-1.13,-0.97,398928,1595715
2010-06-09,8121,越峰,🛒 新進買入,79.0,,5036,0,7.8,-2.83,397846,1591386
2010-06-14,8121,越峰,🚫 清倉賣出,,85.5,0,4623,7.8,-2.83,395282,1581130
2010-06-29,8097,常珵,🛒 新進買入,10.0,,40560,0,-8.36,-14.04,405605,1622420
2010-07-02,8097,常珵,🚫 清倉賣出,,9.2,0,43079,-8.36,-14.04,396333,1585335
2010-07-08,5356,協益,🛒 新進買入,31.3,,12687,0,0.24,-2.6,397124,1588498
2010-07-13,4304,勝昱,🛒 新進買入,25.7,,15524,0,16.08,-0.83,398979,1595919
2010-07-13,5356,協益,🚫 清倉賣出,,31.5,0,12666,0.24,-2.6,398979,1595919
2010-07-16,4304,勝昱,🚫 清倉賣出,,29.95,0,13466,16.08,-0.83,403311,1613244
2010-08-11,6175,立敦,🛒 新進買入,27.0,,15309,0,10.49,-5.6,413349,1653397
2010-08-16,6175,立敦,🚫 清倉賣出,,29.95,0,13831,10.49,-5.6,414256,1657026
2010-08-19,4102,永日,🛒 新進買入,59.0,,7189,0,-0.39,-1.06,424187,1696749
2010-08-24,4102,永日,🚫 清倉賣出,,59.0,0,7170,-0.39,-1.06,423059,1692236
2010-08-27,8916,光隆,🛒 新進買入,20.0,,21188,0,2.34,-0.05,423768,1695074
2010-09-01,8916,光隆,🚫 清倉賣出,,20.55,0,20825,2.34,-0.05,427954,1711816
2010-10-15,5511,德昌,🛒 新進買入,26.5,,16084,0,-5.28,-3.44,426252,1705009
2010-10-20,5511,德昌,🚫 清倉賣出,,25.2,0,16864,-5.28,-3.44,424995,1699983
2010-12-03,3630,新鉅科,🛒 新進買入,176.5,,2383,0,0.17,-4.29,420624,1682498
2010-12-08,3630,新鉅科,🚫 清倉賣出,,177.5,0,2377,0.17,-4.29,422063,1688253
2010-12-31,5530,龍巖,🛒 新進買入,96.7,,4351,0,10.21,0.0,420802,1683211
2011-01-05,5530,龍巖,🚫 清倉賣出,,107.0,0,3991,10.21,0.0,427059,1708238
2011-02-18,4712,南璋,🛒 新進買入,59.3,,7277,0,5.48,0.0,431548,1726194
2011-02-23,4712,南璋,🚫 清倉賣出,,62.8,0,6923,5.48,0.0,434770,1739082
2011-03-04,8109,博大,🛒 新進買入,60.1,,7278,0,4.41,-0.05,437465,1749860
2011-03-09,3615,安可,🛒 新進買入,154.0,,2879,0,9.95,0.0,443415,1773662
2011-03-09,8109,博大,🚫 清倉賣出,,63.0,0,7038,4.41,-0.05,443415,1773662
2011-03-14,3615,安可,🚫 清倉賣出,,170.0,0,2605,9.95,0.0,442955,1771822
2011-03-15,3218,大學光,🛒 新進買入,49.1,,9175,0,-1.41,-1.57,450497,1801991
2011-03-16,3218,大學光,🚫 清倉賣出,,48.6,0,9327,-1.41,-1.57,453305,1813223
2011-04-08,4712,南璋,🛒 新進買入,51.9,,8703,0,18.99,0.0,451708,1806835
2011-04-20,4712,南璋,🚫 清倉賣出,,62.0,0,7639,18.99,0.0,473621,1894484
2011-05-20,1441,大東,🛒 新進買入,18.75,,25234,0,22.71,0.0,473152,1892609
2011-05-24,6125,廣運,🛒 新進買入,24.4,,20022,0,0.22,-2.51,488545,1954181
2011-05-27,6125,廣運,🚫 清倉賣出,,24.55,0,19412,0.22,-2.51,476572,1906291
2011-06-01,1441,大東,🚫 清倉賣出,,23.1,0,21108,22.71,0.0,487595,1950380
2011-06-09,3615,安可,🛒 新進買入,142.0,,3514,0,-0.04,-2.86,499043,1996173
2011-06-14,3615,安可,🚫 清倉賣出,,142.5,0,3476,-0.04,-2.86,495471,1981885
2011-06-24,8930,青鋼,🛒 新進買入,16.35,,30519,0,-0.09,-2.19,498988,1995953
2011-06-29,8930,青鋼,🚫 清倉賣出,,16.4,0,30283,-0.09,-2.19,496641,1986564
2011-07-14,3632,研勤,🛒 新進買入,93.0,,5364,0,-1.47,-4.88,498875,1995503
2011-07-19,3632,研勤,🚫 清倉賣出,,92.0,0,5356,-1.47,-4.88,492784,1971138
2011-08-01,6298,崴強,🛒 新進買入,23.5,,21150,0,1.72,-5.58,497047,1988190
2011-08-04,6298,崴強,🚫 清倉賣出,,24.0,0,20553,1.72,-5.58,493288,1973155
2011-11-10,3617,碩天,🛒 新進買入,55.8,,8946,0,-3.25,-9.54,499190,1996761
2011-11-15,3617,碩天,🚫 清倉賣出,,54.2,0,9118,-3.25,-9.54,494213,1976852
2011-11-23,5205,中茂,🛒 新進買入,25.85,,19154,0,1.72,-0.05,495133,1980533
2011-11-24,2425,承啟,🛒 新進買入,8.84,,56010,0,4.22,0.0,495133,1980533
2011-11-28,5205,中茂,🚫 清倉賣出,,26.4,0,19467,1.72,-0.05,513952,2055811
2011-11-29,2425,承啟,🚫 清倉賣出,,9.25,0,55131,4.22,0.0,509969,2039878
2012-01-18,2314,台揚,🛒 新進買入,9.82,,51230,0,9.55,-1.98,503082,2012330
2012-02-01,2314,台揚,🚫 清倉賣出,,10.8,0,46433,9.55,-1.98,501486,2005946
2012-02-10,3043,科風,🛒 新進買入,24.8,,20769,0,-3.21,-2.87,515087,2060351
2012-02-14,3431,長天,🛒 新進買入,17.0,,30249,0,2.53,-2.4,514248,2056992
2012-02-14,5205,中茂,🛒 新進買入,23.75,,21652,0,12.82,0.0,514248,2056992
2012-02-15,3043,科風,🚫 清倉賣出,,24.1,0,21435,-3.21,-2.87,516583,2066334
2012-02-17,3431,長天,🚫 清倉賣出,,17.5,0,30197,2.53,-2.4,528457,2113828
2012-02-17,5205,中茂,🚫 清倉賣出,,26.9,0,19645,12.82,0.0,528457,2113828
2012-02-17,6116,彩晶,🛒 新進買入,3.39,,155887,0,-7.15,-6.83,528457,2113828
2012-02-22,6116,彩晶,🚫 清倉賣出,,3.16,0,167324,-7.15,-6.83,528743,2114975
2012-02-24,2425,承啟,🛒 新進買入,22.0,,23676,0,22.7,0.0,520872,2083490
2012-03-02,2425,承啟,🚫 清倉賣出,,27.1,0,19589,22.7,0.0,530868,2123472
2012-03-08,2425,承啟,🛒 新進買入,25.1,,21929,0,15.08,0.0,550426,2201704
2012-03-20,2425,承啟,🚫 清倉賣出,,29.0,0,19507,15.08,0.0,565704,2262816
