日期(執行日),股票代號,股票名稱,動作,買進價格,賣出價格,買進股數(股),賣出股數(股),個人漲跌幅(%),最大虧損MAE(%),異動金額(元),當下總資產估算(元)
2016-03-23,4108,懷特,📉 減碼微調,,44.25,0,18312,8.59,0.0,810335,16206707
2016-03-23,6139,亞翔,🛒 新進買入,37.5,,86435,0,-8.36,-11.51,3241341,16206707
2016-03-23,6152,百一,📉 減碼微調,,12.3,0,65880,0.42,-9.1,810335,16206707
2016-03-23,6227,茂綸,🛒 新進買入,37.0,,87603,0,21.68,-0.32,3241341,16206707
2016-03-24,3494,誠研,🚫 清倉賣出,,19.8,0,165827,8.36,-3.62,3283381,16416909
2016-03-24,4108,懷特,📈 加碼微調,43.5,,18870,0,8.59,0.0,820845,16416909
2016-03-24,6139,亞翔,📈 加碼微調,38.8,,21155,0,-8.36,-11.51,820845,16416909
2016-03-24,6152,百一,📈 加碼微調,12.55,,65406,0,0.42,-9.1,820845,16416909
2016-03-24,6227,茂綸,📈 加碼微調,37.5,,21889,0,21.68,-0.32,820845,16416909
2016-03-28,3535,晶彩科,🛒 新進買入,13.1,,245072,0,12.53,-4.63,3210445,16052228
2016-03-28,4108,懷特,📉 減碼微調,,44.1,0,18199,8.59,0.0,802611,16052228
2016-03-28,6139,亞翔,📉 減碼微調,,39.25,0,20448,-8.36,-11.51,802611,16052228
2016-03-28,6152,百一,📉 減碼微調,,12.25,0,65519,0.42,-9.1,802611,16052228
2016-03-28,6227,茂綸,📉 減碼微調,,40.85,0,19647,21.68,-0.32,802611,16052228
2016-03-29,6152,百一,🚫 清倉賣出,,12.25,0,270205,0.42,-9.1,3310022,16550111
2016-03-29,6234,高僑,🛒 新進買入,28.2,,117376,0,-0.39,-5.9,3310022,16550111
2016-03-30,4108,懷特,🚫 清倉賣出,,44.7,0,72300,8.59,0.0,3231812,16159064
2016-03-30,6152,百一,🛒 新進買入,11.05,,292471,0,2.76,-4.12,3231812,16159064
2016-04-01,3535,晶彩科,📈 加碼微調,13.7,,60052,0,12.53,-4.63,822718,16454377
2016-04-01,6139,亞翔,📈 加碼微調,33.05,,24893,0,-8.36,-11.51,822718,16454377
2016-04-01,6152,百一,🚫 清倉賣出,,11.4,0,288673,2.76,-4.12,3290875,16454377
2016-04-01,6227,茂綸,📈 加碼微調,39.5,,20828,0,21.68,-0.32,822718,16454377
2016-04-01,6234,高僑,📈 加碼微調,28.15,,29226,0,-0.39,-5.9,822718,16454377
2016-04-06,6139,亞翔,🚫 清倉賣出,,34.5,0,117649,-8.36,-11.51,4058906,16235627
2016-04-06,6227,茂綸,🚫 清倉賣出,,45.2,0,89798,21.68,-0.32,4058906,16235627
2016-04-11,3535,晶彩科,🚫 清倉賣出,,14.8,0,296852,12.53,-4.63,4393416,17573665
2016-04-12,6234,高僑,🚫 清倉賣出,,28.2,0,157929,-0.39,-5.9,4453619,17814479
2016-04-14,3293,鈊象,🛒 新進買入,308.0,,14094,0,-4.6,-5.89,4341038,17364152
2016-04-14,4502,健信,🛒 新進買入,44.85,,96790,0,4.05,-5.06,4341038,17364152
2016-04-19,1592,英瑞-KY,🛒 新進買入,46.0,,95016,0,3.72,-5.15,4370769,17483079
2016-04-22,2388,威盛,🛒 新進買入,15.0,,291135,0,-6.37,-9.38,4367034,17468139
2016-04-25,1592,英瑞-KY,📉 減碼微調,,48.5,0,18702,3.72,-5.15,907066,18141330
2016-04-25,2388,威盛,📉 減碼微調,,15.5,0,58520,-6.37,-9.38,907066,18141330
2016-04-25,3293,鈊象,📉 減碼微調,,285.5,0,3177,-4.6,-5.89,907066,18141330
2016-04-25,4502,健信,📉 減碼微調,,49.5,0,18324,4.05,-5.06,907066,18141330
2016-04-25,6231,系微,🛒 新進買入,33.55,,108145,0,2.72,-8.84,3628266,18141330
2016-04-26,1592,英瑞-KY,📈 加碼微調,45.5,,20016,0,3.72,-5.15,910763,18215278
2016-04-26,2388,威盛,📈 加碼微調,14.85,,61330,0,-6.37,-9.38,910763,18215278
2016-04-26,3293,鈊象,🚫 清倉賣出,,295.0,0,12349,-4.6,-5.89,3643055,18215278
2016-04-26,4502,健信,🚫 清倉賣出,,46.85,0,77759,4.05,-5.06,3643055,18215278
2016-04-26,4534,慶騰,🛒 新進買入,24.5,,185870,0,15.66,0.0,4553819,18215278
2016-04-26,6231,系微,📈 加碼微調,31.0,,29379,0,2.72,-8.84,910763,18215278
2016-04-27,1592,英瑞-KY,📉 減碼微調,,47.2,0,18192,3.72,-5.15,858678,17173577
2016-04-27,2388,威盛,📉 減碼微調,,14.8,0,58018,-6.37,-9.38,858678,17173577
2016-04-27,3293,鈊象,🛒 新進買入,288.5,,11905,0,-2.64,-4.72,3434715,17173577
2016-04-27,4534,慶騰,📉 減碼微調,,27.0,0,31802,15.66,0.0,858678,17173577
2016-04-27,6231,系微,📉 減碼微調,,31.6,0,27173,2.72,-8.84,858678,17173577
2016-04-29,1592,英瑞-KY,🚫 清倉賣出,,47.9,0,76107,3.72,-5.15,3645563,18227818
2016-04-29,2388,威盛,📈 加碼微調,14.6,,62424,0,-6.37,-9.38,911390,18227818
2016-04-29,3293,鈊象,📈 加碼微調,270.0,,3375,0,-2.64,-4.72,911390,18227818
2016-04-29,4534,慶騰,📈 加碼微調,26.3,,34653,0,15.66,0.0,911390,18227818
2016-04-29,6231,系微,📈 加碼微調,32.6,,27956,0,2.72,-8.84,911390,18227818
2016-05-05,2388,威盛,🚫 清倉賣出,,14.1,0,309438,-6.37,-9.38,4363088,17452352
2016-05-06,6231,系微,🚫 清倉賣出,,34.6,0,127036,2.72,-8.84,4395472,17581889
2016-05-09,4534,慶騰,🚫 清倉賣出,,28.45,0,162024,15.66,0.0,4609601,18438406
2016-05-10,3293,鈊象,🚫 清倉賣出,,282.0,0,16053,-2.64,-4.72,4527027,18108110
2016-05-16,3552,同致,🛒 新進買入,370.0,,12287,0,15.49,-8.15,4546421,18185687
2016-05-26,2305,全友,🛒 新進買入,8.68,,522481,0,19.34,-0.97,4535135,18140541
2016-05-26,4174,浩鼎,🛒 新進買入,488.0,,9293,0,9.2,-0.46,4535135,18140541
2016-05-31,3552,同致,🚫 清倉賣出,,429.0,0,11141,15.49,-8.15,4779880,19119523
2016-06-02,8421,旭源,🛒 新進買入,20.4,,247657,0,25.97,-4.46,5052205,20208822
2016-06-06,2305,全友,🚫 清倉賣出,,10.4,0,495610,19.34,-0.97,5154348,20617393
2016-06-06,4174,浩鼎,🚫 清倉賣出,,535.0,0,9634,9.2,-0.46,5154348,20617393
2016-06-15,8421,旭源,🚫 清倉賣出,,25.8,0,205319,25.97,-4.46,5297238,21188952
2016-06-15,9906,欣巴巴,🛒 新進買入,22.4,,236483,0,2.05,0.0,5297238,21188952
2016-06-23,6241,易通展,🛒 新進買入,18.6,,293146,0,-0.66,-6.76,5452520,21810080
2016-06-27,9906,欣巴巴,🚫 清倉賣出,,22.95,0,236270,2.05,0.0,5422396,21689586
2016-07-05,6241,易通展,🚫 清倉賣出,,18.55,0,294848,-0.66,-6.76,5469445,21877780
2016-07-07,4534,慶騰,🛒 新進買入,37.0,,146236,0,14.41,-0.05,5410754,21643017
2016-07-15,3522,宏森,🛒 新進買入,37.5,,145633,0,16.07,0.0,5461270,21845081
2016-07-15,3541,西柏,🛒 新進買入,136.5,,40009,0,8.73,0.0,5461270,21845081
2016-07-19,4534,慶騰,🚫 清倉賣出,,42.5,0,131884,14.41,-0.05,5605081,22420325
2016-07-21,3276,宇環,🛒 新進買入,15.7,,368253,0,3.41,-3.23,5781583,23126332
2016-07-22,3276,宇環,📉 減碼微調,,15.3,0,74980,3.41,-3.23,1147207,22944141
2016-07-22,3306,鼎天,🛒 新進買入,30.2,,151947,0,-5.67,-6.0,4588828,22944141
2016-07-22,3522,宏森,📉 減碼微調,,39.05,0,29377,16.07,0.0,1147207,22944141
2016-07-22,3541,西柏,📉 減碼微調,,142.0,0,8078,8.73,0.0,1147207,22944141
2016-07-22,6218,豪勉,🛒 新進買入,24.0,,191201,0,-1.43,-10.46,4588828,22944141
2016-07-27,3276,宇環,📈 加碼微調,15.9,,71625,0,3.41,-3.23,1138840,22776800
2016-07-27,3306,鼎天,📈 加碼微調,29.2,,39001,0,-5.67,-6.0,1138840,22776800
2016-07-27,3522,宏森,🚫 清倉賣出,,43.7,0,104241,16.07,0.0,4555360,22776800
2016-07-27,3541,西柏,🚫 清倉賣出,,149.0,0,30572,8.73,0.0,4555360,22776800
2016-07-27,6218,豪勉,📈 加碼微調,23.25,,48982,0,-1.43,-10.46,1138840,22776800
2016-08-02,3276,宇環,🚫 清倉賣出,,16.3,0,351404,3.41,-3.23,5727889,22911556
2016-08-03,3306,鼎天,🚫 清倉賣出,,28.6,0,206202,-5.67,-6.0,5897387,23589548
2016-08-03,6218,豪勉,🚫 清倉賣出,,23.75,0,248311,-1.43,-10.46,5897387,23589548
2016-08-11,3313,斐成,🛒 新進買入,10.9,,536912,0,32.5,-1.88,5852343,23409373
2016-08-12,3546,宇峻,🛒 新進買入,73.7,,79407,0,1.9,-5.07,5852343,23409373
2016-08-15,3083,網龍,🛒 新進買入,48.9,,119116,0,-5.89,-7.81,5824815,23299262
2016-08-17,6124,業強,🛒 新進買入,35.0,,177708,0,3.3,-3.33,6219783,24879133
2016-08-18,3083,網龍,📉 減碼微調,,46.2,0,25969,-5.89,-7.81,1199807,23996154
2016-08-18,3313,斐成,📉 減碼微調,,12.85,0,93370,32.5,-1.88,1199807,23996154
2016-08-18,3546,宇峻,📉 減碼微調,,71.0,0,16898,1.9,-5.07,1199807,23996154
2016-08-18,6124,業強,📉 減碼微調,,32.5,0,36917,3.3,-3.33,1199807,23996154
2016-08-18,6241,易通展,🛒 新進買入,15.6,,307643,0,-10.29,-13.5,4799230,23996154
2016-08-23,3083,網龍,📈 加碼微調,47.0,,24845,0,-5.89,-7.81,1167716,23354329
2016-08-23,3313,斐成,🚫 清倉賣出,,14.5,0,322128,32.5,-1.88,4670865,23354329
2016-08-23,3546,宇峻,📈 加碼微調,73.9,,15801,0,1.9,-5.07,1167716,23354329
2016-08-23,6124,業強,📈 加碼微調,36.1,,32346,0,3.3,-3.33,1167716,23354329
2016-08-23,6241,易通展,📈 加碼微調,13.8,,84617,0,-10.29,-13.5,1167716,23354329
2016-08-24,3546,宇峻,🚫 清倉賣出,,75.4,0,79936,1.9,-5.07,6027184,24108736
2016-08-25,3083,網龍,🚫 清倉賣出,,46.2,0,132159,-5.89,-7.81,6105780,24423121
2016-08-26,4903,聯光通,🛒 新進買入,21.9,,283786,0,37.58,0.0,6214926,24859707
2016-08-29,6124,業強,🚫 清倉賣出,,36.3,0,169334,3.3,-3.33,6146857,24587431
2016-08-30,6241,易通展,🚫 清倉賣出,,14.05,0,444140,-10.29,-13.5,6240180,24960720
2016-09-05,4956,光鋐,🛒 新進買入,21.1,,299461,0,8.81,-3.6,6318638,25274554
2016-09-07,4903,聯光通,🚫 清倉賣出,,30.25,0,213797,37.58,0.0,6467365,25869461
2016-09-14,4956,光鋐,🚫 清倉賣出,,23.05,0,295660,8.81,-3.6,6814977,27259910
2016-09-19,4711,永純,🛒 新進買入,23.4,,290245,0,4.5,-0.9,6791749,27166997
2016-09-23,6238,勝麗,🛒 新進買入,150.5,,45432,0,18.47,0.0,6837641,27350564
2016-09-30,4711,永純,🚫 清倉賣出,,24.55,0,287559,4.5,-0.9,7059593,28238375
2016-10-05,3580,友威科,🛒 新進買入,19.05,,371595,0,33.33,-0.31,7078885,28315543
2016-10-05,6238,勝麗,🚫 清倉賣出,,179.0,0,39546,18.47,0.0,7078885,28315543
2016-10-18,3580,友威科,🚫 清倉賣出,,25.5,0,294641,33.33,-0.31,7513368,30053475
2016-10-18,3708,上緯投控,🛒 新進買入,63.8,,117764,0,10.85,0.0,7513368,30053475
2016-11-02,3708,上緯投控,🚫 清倉賣出,,71.0,0,113681,10.85,0.0,8071391,32285566
2016-11-04,6548,長華科,🛒 新進買入,311.0,,25577,0,-3.6,-8.56,7954587,31818351
2016-11-14,3081,聯亞,🛒 新進買入,223.5,,35629,0,10.97,0.0,7963230,31852920
2016-11-15,3552,同致,🛒 新進買入,322.5,,24167,0,-3.64,-9.5,7793860,31175440
2016-11-16,1569,濱川,🛒 新進買入,28.0,,284918,0,19.53,-4.51,7977731,31910924
2016-11-16,6548,長華科,🚫 清倉賣出,,301.0,0,26504,-3.6,-8.56,7977731,31910924
2016-11-22,5201,凱衛,🛒 新進買入,48.8,,163774,0,-10.19,-20.73,7992172,31968688
2016-11-24,3081,聯亞,🚫 清倉賣出,,249.0,0,31950,10.97,0.0,7955626,31822504
2016-11-25,3552,同致,🚫 清倉賣出,,312.0,0,25969,-3.64,-9.5,8102426,32409706
2016-11-28,1569,濱川,🚫 清倉賣出,,33.6,0,237960,19.53,-4.51,7995465,31981861
2016-11-29,3406,玉晶光,🛒 新進買入,88.4,,89564,0,2.2,0.0,7917458,31669834
2016-11-30,3580,友威科,🛒 新進買入,26.5,,300827,0,6.37,-1.93,7971919,31887677
2016-12-02,5201,凱衛,🚫 清倉賣出,,44.0,0,185100,-10.19,-20.73,8144441,32577766
2016-12-05,4198,環瑞醫,🛒 新進買入,26.0,,316209,0,11.1,0.0,8221454,32885816
2016-12-09,3406,玉晶光,🚫 清倉賣出,,90.7,0,94164,2.2,0.0,8540704,34162819
2016-12-12,3580,友威科,🚫 清倉賣出,,28.3,0,298655,6.37,-1.93,8451943,33807775
2016-12-12,4714,永捷,🛒 新進買入,13.35,,633104,0,17.14,0.0,8451943,33807775
2016-12-15,4198,環瑞醫,🚫 清倉賣出,,29.0,0,298265,11.1,0.0,8649705,34598822
2016-12-22,4714,永捷,🚫 清倉賣出,,15.7,0,575528,17.14,0.0,9035792,36143168
2016-12-23,8059,凱碩,🛒 新進買入,15.1,,595271,0,3.23,-1.04,8988606,35954427
2017-01-05,8059,凱碩,🚫 清倉賣出,,15.65,0,580415,3.23,-1.04,9083500,36334003
2017-01-09,3580,友威科,🛒 新進買入,34.8,,260360,0,21.36,-1.77,9060538,36242153
2017-01-12,6283,淳安,🛒 新進買入,29.9,,303209,0,23.92,0.0,9065968,36263873
2017-01-16,8913,全銓,🛒 新進買入,41.95,,220257,0,-2.41,-13.75,9239815,36959262
2017-01-19,3580,友威科,🚫 清倉賣出,,42.4,0,228133,21.36,-1.77,9672871,38691485
2017-01-24,3406,玉晶光,🛒 新進買入,168.0,,59032,0,21.54,0.0,9917520,39670080
2017-01-24,6283,淳安,🚫 清倉賣出,,37.2,0,266600,23.92,0.0,9917520,39670080
2017-02-02,5201,凱衛,🛒 新進買入,20.0,,495027,0,1.1,-8.04,9900542,39602168
2017-02-02,5386,青雲,🛒 新進買入,69.3,,142864,0,14.84,-11.3,9900542,39602168
2017-02-03,6283,淳安,🛒 新進買入,37.05,,268837,0,20.98,-0.18,9960429,39841718
2017-02-03,8913,全銓,🚫 清倉賣出,,41.1,0,242346,-2.41,-13.75,9960429,39841718
2017-02-10,4912,KY聯德,🛒 新進買入,121.0,,83356,0,12.78,-0.05,10086170,40344682
2017-02-10,6283,淳安,🚫 清倉賣出,,45.0,0,224137,20.98,-0.18,10086170,40344682
2017-02-13,3406,玉晶光,📉 減碼微調,,185.0,0,11634,21.54,0.0,2152365,43047306
2017-02-13,4912,KY聯德,📉 減碼微調,,125.0,0,17218,12.78,-0.05,2152365,43047306
2017-02-13,5201,凱衛,📉 減碼微調,,21.0,0,102493,1.1,-8.04,2152365,43047306
2017-02-13,5386,青雲,📉 減碼微調,,74.9,0,28736,14.84,-11.3,2152365,43047306
2017-02-13,6283,淳安,🛒 新進買入,44.0,,195669,0,-0.39,-2.77,8609461,43047306
2017-02-14,5201,凱衛,🚫 清倉賣出,,20.3,0,446972,1.1,-8.04,9073535,45367675
2017-02-14,5386,青雲,🚫 清倉賣出,,79.9,0,113561,14.84,-11.3,9073535,45367675
2017-02-14,6130,上亞科技,🛒 新進買入,63.0,,144024,0,21.42,-3.22,9073535,45367675
2017-02-14,6145,勁永,🛒 新進買入,14.5,,625761,0,13.0,-2.46,9073535,45367675
2017-02-15,3406,玉晶光,📈 加碼微調,204.0,,11475,0,21.54,0.0,2340900,46818005
2017-02-15,4912,KY聯德,📈 加碼微調,127.5,,18360,0,12.78,-0.05,2340900,46818005
2017-02-15,6130,上亞科技,📈 加碼微調,61.0,,38375,0,21.42,-3.22,2340900,46818005
2017-02-15,6145,勁永,📈 加碼微調,14.1,,166021,0,13.0,-2.46,2340900,46818005
2017-02-15,6283,淳安,🚫 清倉賣出,,44.0,0,212809,-0.39,-2.77,9363601,46818005
2017-02-16,3406,玉晶光,🚫 清倉賣出,,205.0,0,55987,21.54,0.0,11477460,45909841
2017-02-16,3673,TPK-KY,🛒 新進買入,81.8,,140311,0,14.22,-1.51,11477460,45909841
2017-02-20,6130,上亞科技,🚫 清倉賣出,,76.8,0,158259,21.42,-3.22,12154318,48617274
2017-02-21,4912,KY聯德,🚫 清倉賣出,,137.0,0,92290,12.78,-0.05,12643763,50575055
2017-02-21,5475,德宏,🛒 新進買入,6.05,,2089878,0,1.58,-3.35,12643763,50575055
2017-02-22,3532,台勝科,🛒 新進買入,106.0,,95470,0,-3.21,-11.74,10119849,50599247
2017-02-22,3673,TPK-KY,📉 減碼微調,,83.8,0,30190,14.22,-1.51,2529962,50599247
2017-02-22,5014,建錩,🛒 新進買入,17.7,,571742,0,1.86,-2.59,10119849,50599247
2017-02-22,5475,德宏,📉 減碼微調,,6.4,0,395306,1.58,-3.35,2529962,50599247
2017-02-22,6145,勁永,📉 減碼微調,,15.7,0,161144,13.0,-2.46,2529962,50599247
2017-02-23,3532,台勝科,📈 加碼微調,104.0,,24730,0,-3.21,-11.74,2571930,51438611
2017-02-23,3673,TPK-KY,📈 加碼微調,95.0,,27072,0,14.22,-1.51,2571930,51438611
2017-02-23,5014,建錩,📈 加碼微調,18.0,,142885,0,1.86,-2.59,2571930,51438611
2017-02-23,5475,德宏,📈 加碼微調,6.0,,428655,0,1.58,-3.35,2571930,51438611
2017-02-23,6145,勁永,🚫 清倉賣出,,16.45,0,625393,13.0,-2.46,10287722,51438611
2017-03-01,3673,TPK-KY,🚫 清倉賣出,,93.8,0,139783,14.22,-1.51,13111679,52446716
2017-03-03,5386,青雲,🛒 新進買入,27.5,,476795,0,13.19,-2.41,13111864,52447457
2017-03-07,5475,德宏,🚫 清倉賣出,,6.17,0,2155415,1.58,-3.35,13298913,53195655
2017-03-08,3532,台勝科,🚫 清倉賣出,,103.0,0,130267,-3.21,-11.74,13417560,53670242
2017-03-08,3630,新鉅科,🛒 新進買入,36.85,,364112,0,35.96,-2.22,13417560,53670242
2017-03-08,5014,建錩,🚫 清倉賣出,,18.1,0,741301,1.86,-2.59,13417560,53670242
2017-03-09,4939,亞電,🛒 新進買入,13.65,,1014966,0,25.51,0.0,13854296,55417187
2017-03-14,6165,浪凡,🛒 新進買入,37.0,,385421,0,26.53,0.0,14260596,57042384
2017-03-15,5386,青雲,🚫 清倉賣出,,31.25,0,457131,13.19,-2.41,14285346,57141387
2017-03-16,1506,正道,🛒 新進買入,20.0,,725760,0,15.54,-0.8,14515218,58060874
2017-03-20,3630,新鉅科,🚫 清倉賣出,,50.3,0,315248,35.96,-2.22,15857002,63428011
2017-03-21,4939,亞電,🚫 清倉賣出,,17.2,0,959409,25.51,0.0,16501841,66007366
2017-03-21,5014,建錩,🛒 新進買入,23.8,,693354,0,4.84,-11.18,16501841,66007366
2017-03-23,5386,青雲,🛒 新進買入,32.5,,514984,0,18.91,-10.81,16737009,66948037
2017-03-24,6165,浪凡,🚫 清倉賣出,,47.0,0,362339,26.53,0.0,17029957,68119829
2017-03-27,1506,正道,📉 減碼微調,,23.6,0,147488,15.54,-0.8,3480733,69614668
2017-03-27,4503,金雨,🛒 新進買入,36.4,,382498,0,17.12,-7.19,13922933,69614668
2017-03-27,5014,建錩,📉 減碼微調,,25.0,0,139229,4.84,-11.18,3480733,69614668
2017-03-27,5386,青雲,📉 減碼微調,,32.2,0,108097,18.91,-10.81,3480733,69614668
2017-03-27,8201,無敵,🛒 新進買入,15.5,,898253,0,13.1,-6.17,13922933,69614668
2017-03-28,1506,正道,🚫 清倉賣出,,23.2,0,607961,15.54,-0.8,14104703,70523515
2017-03-28,4503,金雨,📈 加碼微調,35.2,,100175,0,17.12,-7.19,3526175,70523515
2017-03-28,5014,建錩,📈 加碼微調,23.4,,150691,0,4.84,-11.18,3526175,70523515
2017-03-28,5386,青雲,📈 加碼微調,31.8,,110886,0,18.91,-10.81,3526175,70523515
2017-03-28,8201,無敵,📈 加碼微調,14.7,,239875,0,13.1,-6.17,3526175,70523515
2017-03-31,5014,建錩,🚫 清倉賣出,,25.05,0,669163,4.84,-11.18,16762535,67050142
2017-04-06,5386,青雲,🚫 清倉賣出,,38.8,0,484297,18.91,-10.81,18790749,75162997
2017-04-10,4503,金雨,🚫 清倉賣出,,42.8,0,459029,17.12,-7.19,19646454,78585818
2017-04-10,8201,無敵,🚫 清倉賣出,,17.6,0,1116275,13.1,-6.17,19646454,78585818
2017-04-12,6435,大中,🛒 新進買入,90.5,,221748,0,-5.9,-16.17,20068236,80272945
2017-04-13,2928,紅馬-KY,🛒 新進買入,121.0,,165853,0,6.19,-7.48,20068236,80272945
2017-04-17,3064,泰偉,🛒 新進買入,26.0,,745577,0,-4.61,-6.78,19385017,77540069
2017-04-24,2375,凱美,🛒 新進買入,25.0,,766482,0,-6.77,-6.24,19162057,76648228
2017-04-24,3362,先進光,🛒 新進買入,66.6,,287718,0,5.89,-7.7,19162057,76648228
2017-04-24,6435,大中,🚫 清倉賣出,,85.5,0,224117,-5.9,-16.17,19162057,76648228
2017-04-27,3064,泰偉,🚫 清倉賣出,,24.9,0,767477,-4.61,-6.78,19110193,76440773
2017-04-28,2928,紅馬-KY,🚫 清倉賣出,,129.0,0,156616,6.19,-7.48,20203478,80813914
2017-05-05,2375,凱美,🚫 清倉賣出,,23.4,0,836047,-6.77,-6.24,19563520,78254080
2017-05-05,3362,先進光,🚫 清倉賣出,,70.8,0,276320,5.89,-7.7,19563520,78254080
2017-05-05,3406,玉晶光,🛒 新進買入,342.0,,57203,0,-6.22,-9.11,19563520,78254080
2017-05-05,3441,聯一光,🛒 新進買入,41.05,,476577,0,-9.01,-13.32,19563520,78254080
2017-05-10,4976,佳凌,🛒 新進買入,40.0,,482500,0,9.07,-3.17,19300016,77200065
2017-05-10,6426,統新,🛒 新進買入,206.5,,93462,0,8.53,-7.07,19300016,77200065
2017-05-11,3406,玉晶光,📉 減碼微調,,342.0,0,11213,-6.22,-9.11,3835127,76702551
2017-05-11,3441,聯一光,📉 減碼微調,,39.0,0,98336,-9.01,-13.32,3835127,76702551
2017-05-11,4976,佳凌,📉 減碼微調,,41.95,0,91421,9.07,-3.17,3835127,76702551
2017-05-11,6283,淳安,🛒 新進買入,64.1,,239321,0,-2.1,-5.97,15340510,76702551
2017-05-11,6426,統新,📉 減碼微調,,206.0,0,18617,8.53,-7.07,3835127,76702551
2017-05-15,3362,先進光,🛒 新進買入,55.0,,281263,0,6.49,-10.95,15469510,77347554
2017-05-15,3441,聯一光,🚫 清倉賣出,,37.5,0,412520,-9.01,-13.32,15469510,77347554
2017-05-17,3406,玉晶光,🚫 清倉賣出,,322.0,0,46022,-6.22,-9.11,14819213,74096065
2017-05-17,3580,友威科,🛒 新進買入,39.3,,377079,0,8.73,-1.45,14819213,74096065
2017-05-22,3379,彬台,🛒 新進買入,15.9,,951352,0,11.51,0.0,15126505,75632528
2017-05-22,4502,健信,🛒 新進買入,82.0,,184469,0,14.06,-0.66,15126505,75632528
2017-05-22,4976,佳凌,🚫 清倉賣出,,43.8,0,345354,9.07,-3.17,15126505,75632528
2017-05-22,6426,統新,🚫 清倉賣出,,225.0,0,67228,8.53,-7.07,15126505,75632528
2017-05-23,3162,精確,🛒 新進買入,20.1,,793675,0,14.22,0.0,15952873,79764366
2017-05-23,3580,友威科,🚫 清倉賣出,,42.9,0,371861,8.73,-1.45,15952873,79764366
2017-05-23,6165,浪凡,🛒 新進買入,54.3,,293791,0,1.44,0.0,15952873,79764366
2017-05-23,6283,淳安,🚫 清倉賣出,,63.0,0,253220,-2.1,-5.97,15952873,79764366
2017-05-24,5302,太欣,🛒 新進買入,8.31,,2003920,0,2.84,-2.81,16652580,83262900
2017-05-24,6165,浪凡,🚫 清倉賣出,,55.3,0,301131,1.44,0.0,16652580,83262900
2017-05-25,3162,精確,🚫 清倉賣出,,23.05,0,741363,14.22,0.0,17088439,85442198
2017-05-25,3362,先進光,🚫 清倉賣出,,58.8,0,290619,6.49,-10.95,17088439,85442198
2017-05-25,3379,彬台,🚫 清倉賣出,,17.8,0,960024,11.51,0.0,17088439,85442198
2017-05-25,4502,健信,📈 加碼微調,83.6,,51101,0,14.06,-0.66,4272109,85442198
2017-05-25,5302,太欣,📈 加碼微調,8.22,,519721,0,2.84,-2.81,4272109,85442198
2017-05-26,3162,精確,🛒 新進買入,22.0,,967888,0,-10.36,-10.04,21293556,85174225
2017-06-01,3580,友威科,🛒 新進買入,41.9,,503770,0,6.86,-2.31,21107973,84431893
2017-06-02,1512,瑞利,🛒 新進買入,9.4,,2240704,0,0.24,0.0,21062624,84250498
2017-06-02,3162,精確,🚫 清倉賣出,,19.8,0,1063768,-10.36,-10.04,21062624,84250498
2017-06-03,1512,瑞利,📉 減碼微調,,9.8,0,436813,0.24,0.0,4280769,85615391
2017-06-03,3580,友威科,📉 減碼微調,,44.0,0,97290,6.86,-2.31,4280769,85615391
2017-06-03,4502,健信,📉 減碼微調,,89.0,0,48098,14.06,-0.66,4280769,85615391
2017-06-03,4946,辣椒,🛒 新進買入,42.0,,407692,0,29.25,-1.59,17123078,85615391
2017-06-03,5302,太欣,📉 減碼微調,,8.55,0,500674,2.84,-2.81,4280769,85615391
2017-06-06,3162,精確,🛒 新進買入,20.6,,858892,0,-8.61,-9.27,17693176,88465882
2017-06-06,5302,太欣,🚫 清倉賣出,,8.58,0,2062141,2.84,-2.81,17693176,88465882
2017-06-07,4502,健信,🚫 清倉賣出,,93.9,0,188291,14.06,-0.66,17680578,88402893
2017-06-07,6404,F-通訊,🛒 新進買入,23.45,,753969,0,-2.73,-4.95,17680578,88402893
2017-06-08,3162,精確,🚫 清倉賣出,,18.9,0,948781,-8.61,-9.27,17931971,89659858
2017-06-08,5465,富驊,🛒 新進買入,25.25,,710177,0,5.72,-1.04,17931971,89659858
2017-06-12,3580,友威科,🚫 清倉賣出,,44.95,0,397414,6.86,-2.31,17863779,89318895
2017-06-12,6560,欣普羅,🛒 新進買入,67.3,,265435,0,8.04,0.0,17863779,89318895
2017-06-13,1512,瑞利,🚫 清倉賣出,,9.46,0,1926462,0.24,0.0,18224331,91121659
2017-06-13,4946,辣椒,📈 加碼微調,50.2,,90758,0,29.25,-1.59,4556082,91121659
2017-06-13,5465,富驊,📈 加碼微調,26.75,,170320,0,5.72,-1.04,4556082,91121659
2017-06-13,6404,F-通訊,📈 加碼微調,23.0,,198090,0,-2.73,-4.95,4556082,91121659
2017-06-13,6560,欣普羅,📈 加碼微調,70.3,,64809,0,8.04,0.0,4556082,91121659
2017-06-14,4946,辣椒,🚫 清倉賣出,,54.5,0,425679,29.25,-1.59,23199534,92798138
2017-06-19,6404,F-通訊,🚫 清倉賣出,,22.9,0,1035104,-2.73,-4.95,23703881,94815526
2017-06-19,6560,欣普羅,🚫 清倉賣出,,73.0,0,324710,8.04,0.0,23703881,94815526
2017-06-20,5465,富驊,🚫 清倉賣出,,26.8,0,890887,5.72,-1.04,23875778,95503113
2017-06-20,6111,光聚晶電,🛒 新進買入,195.0,,122439,0,-38.96,-38.75,23875778,95503113
