股票代號,股票名稱,買進日期,賣出日期,買進價格,賣出價格,個人漲跌幅(%),同期大盤漲跌幅(%),最大虧損MAE(%),RSI_14,乖離率20MA(%),外資買賣超(股),投信買賣超(股),散戶融資增減(張),營收年增率(%)
5269,祥碩,2014-08-08,2014-08-20,,,8.48,2.59,-0.09,44.07,-11.48,-4000.0,3000.0,0.0,28.44
1704,榮化,2014-08-14,2014-08-26,,,-1.75,1.92,-18.92,10.57,-27.77,-143944.0,-110000.0,0.0,
5215,科嘉-KY,2014-08-21,2014-08-28,,,-0.18,2.67,-3.34,96.28,38.47,-2000.0,0.0,0.0,23.62
6104,創惟,2014-08-20,2014-09-01,,,4.89,2.72,-7.67,54.94,1.32,125000.0,0.0,0.0,102.93
5215,科嘉-KY,2014-09-01,2014-09-02,,,1.52,-1.18,0.0,85.42,26.96,1000.0,0.0,0.0,23.62
3176,基亞,2014-08-12,2014-09-04,,,-16.5,3.5,-39.11,15.31,-43.309999999999995,7000.0,0.0,0.0,562.87
4703,揚華,2014-08-26,2014-09-05,,,25.32,0.4,0.0,10.02,-32.33,-36000.0,0.0,0.0,
5014,建錩,2014-08-27,2014-09-09,,,3.39,-0.3,-6.89,92.41,32.14,1000.0,0.0,0.0,44.93
1235,興泰,2014-09-04,2014-09-10,,,1.32,-0.73,0.0,12.26,-17.46,-121000.0,0.0,0.0,-48.73
3089,億杰,2014-08-28,2014-09-10,,,23.46,-1.21,0.0,4.53,-37.169999999999995,-17000.0,0.0,0.0,34.88
3537,堡達,2014-09-02,2014-09-10,,,6.0,-0.42,-5.68,13.11,-24.82,-29000.0,0.0,0.0,-27.03
5603,陸海,2014-09-05,2014-09-12,,,2.5,-1.96,-4.0,70.21,11.129999999999999,0.0,0.0,0.0,32.33
3615,安可,2014-09-18,2014-09-30,,,-4.5,-2.92,-8.29,95.05,34.68,-81000.0,0.0,0.0,32.0
3490,單井,2014-09-24,2014-10-06,,,25.24,-0.03,0.0,67.98,16.18,12000.0,-20000.0,0.0,852.51
4995,晶達,2014-10-07,2014-10-20,,,-4.15,-4.17,-10.4,75.45,11.32,23000.0,0.0,0.0,82.02
3490,單井,2014-10-09,2014-10-22,,,-1.63,-2.42,-15.26,47.87,3.38,4000.0,0.0,0.0,852.51
3294,英濟,2014-10-13,2014-10-23,,,4.16,0.23,-3.76,75.96,17.23,186000.0,0.0,0.0,-11.82
6259,百徽,2014-10-13,2014-10-23,,,25.22,0.23,0.0,97.32,38.15,-252000.0,0.0,0.0,34.1
1225,福懋油,2014-10-21,2014-10-31,,,11.68,3.7,-1.56,15.25,-29.68,415000.0,0.0,0.0,-5.83
3664,KY安瑞,2014-10-22,2014-11-03,,,6.72,2.93,-8.18,8.36,-26.43,311814.0,0.0,0.0,-47.4
6241,易通展,2014-10-22,2014-11-03,,,5.75,2.93,-15.79,84.4,26.279999999999998,0.0,0.0,0.0,362.35
3498,陽程,2014-10-23,2014-11-04,,,17.54,2.96,-11.33,12.79,-27.889999999999997,263000.0,0.0,0.0,-13.53
3325,旭品,2014-10-31,2014-11-12,,,-9.82,-0.62,-5.6,20.11,-21.93,171000.0,-1124000.0,0.0,-29.24
6259,百徽,2014-11-27,2014-12-09,,,28.68,-0.4,0.0,79.95,33.07,-215000.0,0.0,0.0,-11.96
8085,福華,2014-12-08,2014-12-18,,,14.37,-3.36,0.0,78.57,20.41,9000.0,0.0,0.0,-49.14
4152,台微體,2014-12-11,2014-12-23,,,7.14,0.94,0.0,84.0,16.82,-1000.0,245000.0,0.0,-3.0
4417,金洲,2014-12-24,2015-01-06,,,15.56,-1.5,-0.05,92.96,30.259999999999998,20000.0,0.0,0.0,65.22
5259,清惠,2015-01-09,2015-01-21,,,16.46,1.13,0.0,92.9,35.07,-17000.0,0.0,0.0,26.0
8040,九暘電,2015-02-10,2015-03-03,,,5.39,2.26,-4.61,70.84,14.04,-2000.0,0.0,0.0,1.09
2417,圓剛,2015-03-02,2015-03-12,,,7.81,-0.06,-1.22,73.08,8.73,-279000.0,0.0,0.0,115.57
2841,台開,2015-03-17,2015-03-27,,,2.24,-0.37,-5.34,87.76,26.69,-611000.0,0.0,0.0,229.0
8924,大田,2015-04-09,2015-04-21,,,-6.46,-0.36,-13.08,74.21,18.75,-5000.0,0.0,0.0,-0.92
3315,宣昶,2015-04-13,2015-04-23,,,-0.83,1.35,-3.99,71.52,7.99,4000.0,0.0,0.0,
3089,億杰,2015-04-10,2015-04-27,,,2.07,3.7,-9.95,7.32,-32.519999999999996,33000.0,0.0,0.0,-11.34
3685,政翔,2015-04-20,2015-04-30,,,48.13,2.8,0.0,80.62,29.49,23000.0,0.0,0.0,28.18
6167,久正,2015-04-22,2015-05-05,,,28.47,2.16,0.0,72.31,21.5,-20000.0,0.0,0.0,-12.98
6211,福登,2015-04-28,2015-05-11,,,5.78,-2.94,-6.1,96.08,53.6,1000.0,0.0,0.0,
3685,政翔,2015-05-07,2015-05-19,,,1.25,0.13,-13.8,59.69,11.76,65000.0,0.0,0.0,28.18
6235,華孚,2015-05-21,2015-06-02,,,19.12,0.38,-0.05,92.04,28.23,-260.0,0.0,0.0,30.84
6506,雙邦,2015-05-28,2015-06-09,,,13.01,-5.35,0.0,88.98,25.5,95000.0,0.0,0.0,-2.0
1732,毛寶,2015-06-09,2015-06-10,,,3.82,1.16,0.0,69.13,12.540000000000001,-49000.0,0.0,0.0,8.39
3529,力旺,2015-06-02,2015-06-10,,,-8.07,-3.28,-9.83,94.05,28.9,53950.0,-102000.0,0.0,0.18
4426,利勤,2015-06-05,2015-06-10,,,-9.22,-0.44,-8.9,71.88,14.26,-98347.0,0.0,0.0,76.24
4429,聚紡,2015-06-02,2015-06-10,,,-6.09,-3.28,-16.04,77.01,15.629999999999999,-1000.0,0.0,0.0,-12.0
1452,宏益,2015-06-24,2015-06-26,,,-5.69,0.76,-7.9,65.23,11.85,522000.0,0.0,0.0,2.83
3095,及成,2015-06-24,2015-06-29,,,13.39,-1.22,0.0,17.86,-23.96,-3000.0,0.0,0.0,-55.6
1453,大將,2015-06-24,2015-07-03,,,-9.6,0.51,-13.07,58.19,9.54,-19709.0,0.0,0.0,1175.32
1452,宏益,2015-06-29,2015-07-09,,,-21.52,-2.84,-24.38,66.3,3.81,506000.0,-169000.0,0.0,2.83
3499,環天科,2015-07-03,2015-07-15,,,-15.96,-2.61,-16.96,69.63,18.87,579000.0,0.0,0.0,7.13
8086,宏捷科,2015-07-03,2015-07-15,,,-11.92,-2.61,-18.22,58.91,6.03,1074000.0,-176000.0,0.0,106.13
3205,佰研,2015-07-13,2015-07-22,,,3.87,-0.53,0.0,64.82,10.56,106000.0,0.0,0.0,112.97
4529,淳紳,2015-07-13,2015-07-22,,,5.38,-0.53,-2.78,68.82,14.66,-682.0,0.0,0.0,38.2
3511,矽瑪,2015-07-27,2015-07-28,,,-0.72,0.36,-0.21,77.96,30.990000000000002,5000.0,-110000.0,0.0,97.47
5263,智崴,2015-07-20,2015-07-28,,,3.72,-4.01,-4.77,21.64,-20.1,42000.0,-40000.0,0.0,-4.18
8096,擎亞,2015-07-22,2015-07-28,,,-14.95,-3.49,-16.51,79.9,22.66,-26000.0,0.0,0.0,467.96
8406,金可-KY,2015-07-20,2015-07-28,,,-2.68,-4.01,-7.74,17.04,-17.68,-75000.0,0.0,0.0,-7.0
9802,鈺齊-KY,2015-08-10,2015-08-14,,,9.57,-1.66,0.0,10.94,-30.42,-96000.0,0.0,0.0,-7.04
8086,宏捷科,2015-08-10,2015-08-17,,,10.1,-2.71,-2.52,33.94,-17.5,1619342.0,-758000.0,0.0,84.33
2443,昶虹,2015-08-13,2015-08-20,,,-0.72,-3.3,-1.99,9.12,-38.81,110000.0,0.0,0.0,8.0
3234,光環,2015-08-11,2015-08-21,,,-13.67,-6.97,-14.76,57.29,7.6,-45794.0,350000.0,0.0,141.37
3658,漢微科,2015-08-12,2015-08-24,,,-3.72,-10.29,-7.13,29.17,-19.63,481367.0,-37000.0,0.0,
1580,新麥,2015-08-20,2015-08-25,,,-1.49,-4.36,-1.05,1.44,-30.19,-30000.0,-79000.0,0.0,-17.65
2443,昶虹,2015-08-21,2015-08-25,,,2.79,-1.38,0.0,31.14,-17.98,-12000.0,0.0,0.0,8.0
2614,東森,2015-08-18,2015-08-25,,,-28.98,-6.05,-21.43,61.56,9.13,-212000.0,0.0,0.0,-15.49
6294,智基,2015-08-19,2015-08-25,,,-26.31,-4.24,-22.67,43.33,1.16,49000.0,0.0,0.0,104.44
3051,力特,2015-09-08,2015-09-18,,,8.46,5.77,0.0,53.71,7.000000000000001,-484447.0,0.0,0.0,-25.15
6215,和椿,2015-09-08,2015-09-18,,,13.5,5.77,0.0,60.0,9.98,-19000.0,0.0,0.0,-47.35
4911,德英,2015-09-25,2015-09-30,,,2.48,0.6,0.0,78.55,18.44,-1000.0,0.0,0.0,11.72
4965,商店街,2015-09-22,2015-09-30,,,-2.61,-2.2,-5.23,75.41,18.529999999999998,0.0,0.0,0.0,55.2
1541,錩泰,2015-09-18,2015-10-01,,,8.94,-1.94,-10.88,84.14,36.53,303000.0,0.0,0.0,64.2
3205,佰研,2015-09-18,2015-10-01,,,22.68,-1.94,0.0,90.4,35.46,63000.0,0.0,0.0,239.55
4188,安克,2015-10-01,2015-10-06,,,-9.45,1.18,-12.11,78.85,43.59,-1000.0,0.0,0.0,
4911,德英,2015-10-01,2015-10-06,,,-1.76,1.18,-2.1,78.03,18.67,-1000.0,0.0,0.0,11.72
4420,光明,2015-09-24,2015-10-07,,,1.18,4.58,-2.75,60.69,7.07,1000.0,0.0,0.0,69.96
3492,長盛,2015-09-30,2015-10-12,,,4.18,4.8,0.0,86.46,23.45,-1000.0,0.0,0.0,21.43
4168,醣聯,2015-09-30,2015-10-12,,,-3.05,4.8,-3.38,72.98,23.65,27000.0,0.0,0.0,-100.0
4188,安克,2015-10-07,2015-10-14,,,18.47,0.32,0.0,61.96,4.5600000000000005,0.0,0.0,0.0,
4171,瑞基,2015-10-12,2015-10-15,,,2.49,0.33,0.0,64.59,8.97,-31000.0,0.0,0.0,-43.62
1339,昭輝,2015-10-06,2015-10-19,,,4.95,2.83,-1.9,12.42,-25.580000000000002,89000.0,0.0,0.0,77.74
6238,勝麗,2015-10-06,2015-10-19,,,24.1,2.83,-1.26,94.45,44.17,28000.0,0.0,0.0,383.0
4529,淳紳,2015-10-12,2015-10-21,,,64.26,0.42,0.0,75.96,30.53,5000.0,0.0,0.0,212.94
4171,瑞基,2015-10-19,2015-10-22,,,6.47,-0.26,0.0,62.46,11.29,-4000.0,0.0,0.0,-3.05
3541,西柏,2015-10-14,2015-10-26,,,8.51,2.62,-3.3,79.16,23.18,-17000.0,58000.0,0.0,1.41
8924,大田,2015-10-15,2015-10-27,,,3.81,1.16,-4.51,90.77,19.55,5000.0,0.0,0.0,-0.6
3587,閎康,2015-10-19,2015-10-29,,,1.3,-0.7,-5.16,93.77,26.13,-27000.0,-207000.0,0.0,20.34
3508,位速,2015-10-21,2015-11-02,,,-1.67,0.07,-3.89,74.86,22.040000000000003,-311000.0,0.0,0.0,41.61
3322,建舜電,2015-10-29,2015-11-05,,,-1.5,3.26,-11.11,94.62,42.16,0.0,0.0,0.0,-0.14
3546,宇峻,2015-10-27,2015-11-05,,,1.98,1.71,-5.26,70.79,16.580000000000002,-3000.0,0.0,0.0,-1.89
4529,淳紳,2015-10-26,2015-11-05,,,15.64,1.2,0.0,78.25,33.64,113999.0,0.0,0.0,185.23
4946,辣椒,2015-10-26,2015-11-05,,,-6.03,1.2,-8.47,73.43,21.6,4000.0,0.0,0.0,-49.0
5288,豐祥-KY,2015-11-02,2015-11-12,,,2.19,-2.17,-3.94,87.99,31.830000000000002,370000.0,-505000.0,0.0,7.62
8409,商之器,2015-11-05,2015-11-17,,,-8.76,-4.87,-17.93,77.65,26.14,10000.0,0.0,0.0,204.88
8096,擎亞,2015-11-09,2015-11-19,,,-0.74,-1.91,-4.42,85.02,29.24,2448386.0,0.0,0.0,226.6
8038,長園科,2015-11-10,2015-11-20,,,10.1,-0.84,-0.05,71.21,12.26,-20566.0,0.0,0.0,-74.18
3205,佰研,2015-11-13,2015-11-25,,,16.09,0.68,-0.39,77.27,22.03,93000.0,0.0,0.0,212.22
3479,安勤,2015-11-27,2015-12-09,,,11.2,-2.01,-4.07,79.66,25.240000000000002,72000.0,0.0,0.0,22.24
4102,永日,2015-11-27,2015-12-09,,,-5.1,-2.01,-10.95,74.51,21.75,31000.0,0.0,0.0,25.71
4121,優盛,2015-11-27,2015-12-09,,,10.86,-2.01,-5.55,77.16,30.72,-50000.0,0.0,0.0,-2.96
4174,浩鼎,2015-12-07,2015-12-17,,,5.84,-1.59,-1.65,77.95,20.96,-27140.0,-122000.0,0.0,
5263,智崴,2015-12-08,2015-12-18,,,-1.37,-1.04,-10.78,81.68,20.080000000000002,11000.0,39000.0,0.0,106.3
6230,尼得科超眾,2015-12-09,2015-12-21,,,8.38,0.64,-1.37,93.24,30.130000000000003,172000.0,0.0,0.0,21.88
6238,勝麗,2015-12-22,2016-01-04,,,4.21,-2.15,0.0,55.49,8.09,166000.0,20000.0,0.0,117.0
3573,穎台,2015-12-30,2016-01-12,,,0.18,-6.18,-0.05,93.68,26.44,271000.0,0.0,0.0,
3205,佰研,2016-01-14,2016-01-26,,,6.39,1.11,-0.76,51.82,-0.83,26000.0,17000.0,0.0,195.95
3658,漢微科,2016-01-18,2016-01-28,,,-15.79,1.2,-15.61,19.37,-19.7,385518.0,-29000.0,0.0,
3324,雙鴻,2016-01-30,2016-02-19,,,40.06,2.21,0.0,46.73,2.83,235000.0,-330000.0,0.0,2.5
6238,勝麗,2016-02-03,2016-02-24,,,18.31,2.73,0.0,70.86,19.939999999999998,4000.0,-471000.0,0.0,121.0
3016,嘉晶,2016-02-26,2016-03-04,,,0.18,2.76,-0.05,74.34,13.28,108000.0,0.0,0.0,205.2
3324,雙鴻,2016-02-24,2016-03-08,,,15.48,4.61,-0.8,79.85,20.13,-314000.0,-130000.0,0.0,23.67
3016,嘉晶,2016-03-08,2016-03-10,,,4.06,-0.04,0.0,76.69,9.99,111000.0,0.0,0.0,205.2
4529,淳紳,2016-03-01,2016-03-11,,,10.02,2.6,-0.63,71.77,18.3,-71000.0,0.0,0.0,6.34
6227,茂綸,2016-02-26,2016-03-15,,,26.21,2.38,-5.18,99.58,44.86,61000.0,0.0,0.0,217.59
4174,浩鼎,2016-03-04,2016-03-16,,,-0.28,0.64,-1.76,26.61,-23.98,235287.0,-32000.0,0.0,
6131,鈞泰,2016-03-10,2016-03-17,,,23.83,0.85,0.0,59.62,2.78,30000.0,0.0,0.0,-71.0
3494,誠研,2016-03-14,2016-03-24,,,8.36,-0.05,-3.62,82.45,29.01,730000.0,0.0,0.0,5.74
6152,百一,2016-03-22,2016-03-29,,,0.42,-1.92,-9.1,87.07,30.159999999999997,-107000.0,0.0,0.0,12.1
4108,懷特,2016-03-18,2016-03-30,,,8.59,-0.84,0.0,76.6,28.49,392000.0,0.0,0.0,-40.45
6152,百一,2016-03-30,2016-04-01,,,2.76,-0.91,-4.12,69.41,4.83,0.0,0.0,0.0,12.1
6139,亞翔,2016-03-23,2016-04-06,,,-8.36,-2.88,-11.51,73.93,17.34,89000.0,0.0,0.0,303.33
6227,茂綸,2016-03-23,2016-04-06,,,21.68,-2.88,-0.32,72.14,14.14,226000.0,0.0,0.0,229.7
3535,晶彩科,2016-03-28,2016-04-11,,,12.53,-1.47,-4.63,73.45,16.520000000000003,-53000.0,0.0,0.0,-82.04
6234,高僑,2016-03-29,2016-04-12,,,-0.39,-1.0,-5.9,82.22,24.98,39000.0,0.0,0.0,-4.7
3293,鈊象,2016-04-14,2016-04-26,,,-4.6,-0.99,-5.89,68.13,12.0,276000.0,-58000.0,0.0,85.17
4502,健信,2016-04-14,2016-04-26,,,4.05,-0.99,-5.06,79.7,31.75,16000.0,0.0,0.0,120.33
1592,英瑞-KY,2016-04-19,2016-04-29,,,3.72,-2.96,-5.15,81.57,28.83,-62000.0,0.0,0.0,25.0
2388,威盛,2016-04-22,2016-05-05,,,-6.37,-4.31,-9.38,73.5,35.510000000000005,-628000.0,0.0,0.0,-12.75
6231,系微,2016-04-25,2016-05-06,,,2.72,-4.83,-8.84,84.76,29.53,-160000.0,23000.0,0.0,21.07
4534,慶騰,2016-04-26,2016-05-09,,,15.66,-5.24,0.0,77.29,27.029999999999998,84000.0,0.0,0.0,-12.23
3293,鈊象,2016-04-27,2016-05-10,,,-2.64,-4.75,-4.72,52.25,-0.22,-198000.0,-125000.0,0.0,85.17
3552,同致,2016-05-16,2016-05-31,,,15.49,5.8,-8.15,14.09,-27.689999999999998,1066619.0,-1082000.0,0.0,55.39
2305,全友,2016-05-26,2016-06-06,,,19.34,2.45,-0.97,70.78,15.76,113000.0,0.0,0.0,6.76
4174,浩鼎,2016-05-26,2016-06-06,,,9.2,2.45,-0.46,78.62,19.439999999999998,-206000.0,25000.0,0.0,
8421,旭源,2016-06-02,2016-06-15,,,25.97,0.63,-4.46,88.76,32.33,-53000.0,0.0,0.0,14.81
9906,欣巴巴,2016-06-15,2016-06-27,,,2.05,-0.8,0.0,77.03,28.110000000000003,17000.0,-34000.0,0.0,-33.21
6241,易通展,2016-06-23,2016-07-05,,,-0.66,1.65,-6.76,88.75,30.17,-167000.0,0.0,0.0,138.89
4534,慶騰,2016-07-07,2016-07-19,,,14.41,5.26,-0.05,60.89,5.07,-40000.0,0.0,0.0,131.07
3522,宏森,2016-07-15,2016-07-27,,,16.07,1.92,0.0,73.81,28.22,577000.0,0.0,0.0,-11.94
3541,西柏,2016-07-15,2016-07-27,,,8.73,1.92,0.0,86.93,29.310000000000002,15000.0,0.0,0.0,53.43
3276,宇環,2016-07-21,2016-08-02,,,3.41,0.57,-3.23,77.02,22.98,-139000.0,0.0,0.0,152.45
3306,鼎天,2016-07-22,2016-08-03,,,-5.67,0.34,-6.0,88.21,22.88,1000.0,0.0,0.0,20.32
6218,豪勉,2016-07-22,2016-08-03,,,-1.43,0.34,-10.46,86.72,26.13,-32000.0,0.0,0.0,180.16
3313,斐成,2016-08-11,2016-08-23,,,32.5,-0.84,-1.88,84.72,28.299999999999997,0.0,0.0,0.0,-8.26
3546,宇峻,2016-08-12,2016-08-24,,,1.9,-1.14,-5.07,71.72,18.060000000000002,399000.0,0.0,0.0,-8.04
3083,網龍,2016-08-15,2016-08-25,,,-5.89,-0.14,-7.81,67.17,16.14,-62000.0,0.0,0.0,-10.0
6124,業強,2016-08-17,2016-08-29,,,3.3,0.14,-3.33,86.49,40.97,-33000.0,0.0,0.0,31.36
6241,易通展,2016-08-18,2016-08-30,,,-10.29,0.04,-13.5,27.1,-34.239999999999995,-39000.0,0.0,0.0,-77.69
4903,聯光通,2016-08-26,2016-09-07,,,37.58,1.77,0.0,87.02,38.87,-140000.0,0.0,0.0,-68.46
4956,光鋐,2016-09-05,2016-09-14,,,8.81,-2.02,-3.6,71.15,21.6,1610000.0,0.0,0.0,-18.47
4711,永純,2016-09-19,2016-09-30,,,4.5,0.16,-0.9,76.45,22.650000000000002,-59000.0,0.0,0.0,19.98
6238,勝麗,2016-09-23,2016-10-05,,,18.47,-0.13,0.0,16.14,-30.659999999999997,47432.0,-189000.0,0.0,-26.0
3580,友威科,2016-10-05,2016-10-18,,,33.33,-0.53,-0.31,80.24,33.129999999999995,356000.0,0.0,0.0,-25.55
3708,上緯投控,2016-10-18,2016-11-02,,,10.85,-0.9,0.0,5.7,-36.14,-199000.0,-756000.0,0.0,
6548,長華科,2016-11-04,2016-11-16,,,-3.6,-1.17,-8.56,93.75,21.740000000000002,45000.0,0.0,0.0,37.0
3081,聯亞,2016-11-14,2016-11-24,,,10.97,2.37,0.0,34.32,-15.25,-183400.0,-9900.0,0.0,-49.16
3552,同致,2016-11-15,2016-11-25,,,-3.64,2.56,-9.5,17.76,-20.76,166112.0,-91000.0,0.0,17.4
1569,濱川,2016-11-16,2016-11-28,,,19.53,2.91,-4.51,68.05,9.77,-524000.0,255000.0,0.0,44.73
5201,凱衛,2016-11-22,2016-12-02,,,-10.19,0.62,-20.73,92.98,45.37,125000.0,0.0,0.0,-10.21
3406,玉晶光,2016-11-29,2016-12-09,,,2.2,2.18,0.0,83.99,43.54,850000.0,0.0,0.0,-31.44
3580,友威科,2016-11-30,2016-12-12,,,6.37,1.18,-1.93,56.29,2.86,43000.0,0.0,0.0,7.41
4198,環瑞醫,2016-12-05,2016-12-15,,,11.1,2.18,0.0,82.87,37.25,-95000.0,0.0,0.0,7.68
4714,永捷,2016-12-12,2016-12-22,,,17.14,-2.47,0.0,81.18,20.54,41000.0,0.0,0.0,16.24
8059,凱碩,2016-12-23,2017-01-05,,,3.23,3.08,-1.04,94.29,28.57,126000.0,0.0,0.0,-28.73
3580,友威科,2017-01-09,2017-01-19,,,21.36,-0.26,-1.77,68.39,14.01,47000.0,0.0,0.0,-45.34
6283,淳安,2017-01-12,2017-01-24,,,23.92,0.4,0.0,77.55,8.799999999999999,-254000.0,0.0,0.0,-22.88
8913,全銓,2017-01-16,2017-02-03,,,-2.41,1.76,-13.75,82.77,37.669999999999995,-49000.0,0.0,0.0,-9.0
6283,淳安,2017-02-03,2017-02-10,,,20.98,2.22,-0.18,82.63,15.879999999999999,82000.0,0.0,0.0,-22.88
5201,凱衛,2017-02-02,2017-02-14,,,1.1,3.07,-8.04,12.87,-26.61,199000.0,0.0,0.0,6.32
5386,青雲,2017-02-02,2017-02-14,,,14.84,3.07,-11.3,82.38,31.269999999999996,-21000.0,0.0,0.0,34.42
6283,淳安,2017-02-13,2017-02-15,,,-0.39,0.92,-2.77,85.31,21.759999999999998,70000.0,0.0,0.0,-31.06
3406,玉晶光,2017-01-24,2017-02-16,,,21.54,3.42,0.0,87.94,37.78,1308644.0,0.0,0.0,6.34
6130,上亞科技,2017-02-14,2017-02-20,,,21.42,0.35,-3.22,79.06,37.99,0.0,0.0,0.0,-47.71
4912,KY聯德,2017-02-10,2017-02-21,,,12.78,1.02,-0.05,83.86,25.840000000000003,-40000.0,0.0,0.0,42.13
6145,勁永,2017-02-14,2017-02-23,,,13.0,0.52,-2.46,73.86,24.58,-425000.0,0.0,0.0,-43.4
3673,TPK-KY,2017-02-16,2017-03-01,,,14.22,-0.99,-1.51,83.24,23.43,-1460358.0,0.0,0.0,-14.53
5475,德宏,2017-02-21,2017-03-07,,,1.58,-0.26,-3.35,79.19,31.209999999999997,199000.0,0.0,0.0,31.08
3532,台勝科,2017-02-22,2017-03-08,,,-3.21,-0.26,-11.74,73.12,25.119999999999997,158000.0,1000.0,0.0,18.81
5014,建錩,2017-02-22,2017-03-08,,,1.86,-0.26,-2.59,97.93,38.01,193000.0,0.0,0.0,-1.52
5386,青雲,2017-03-03,2017-03-15,,,13.19,0.95,-2.41,21.87,-46.910000000000004,-42000.0,0.0,0.0,283.18
3630,新鉅科,2017-03-08,2017-03-20,,,35.96,1.64,-2.22,89.45,41.3,-674999.0,0.0,0.0,-3.43
4939,亞電,2017-03-09,2017-03-21,,,25.51,3.25,0.0,76.12,25.0,48000.0,0.0,0.0,4.29
6165,浪凡,2017-03-14,2017-03-24,,,26.53,1.63,0.0,83.98,36.41,122000.0,0.0,0.0,-83.0
1506,正道,2017-03-16,2017-03-28,,,15.54,0.39,-0.8,78.68,23.369999999999997,-67000.0,0.0,0.0,-16.71
5014,建錩,2017-03-21,2017-03-31,,,4.84,-1.61,-11.18,68.49,17.28,1169000.0,-250000.0,0.0,217.91
5386,青雲,2017-03-23,2017-04-06,,,18.91,-0.33,-10.81,59.37,3.8899999999999997,2000.0,0.0,0.0,340.4
4503,金雨,2017-03-27,2017-04-10,,,17.12,0.06,-7.19,93.31,31.85,8133.0,0.0,0.0,64.38
8201,無敵,2017-03-27,2017-04-10,,,13.1,0.06,-6.17,88.3,33.06,33000.0,0.0,0.0,327.18
6435,大中,2017-04-12,2017-04-24,,,-5.9,-1.02,-16.17,85.68,31.7,-16000.0,0.0,0.0,20.75
3064,泰偉,2017-04-17,2017-04-27,,,-4.61,1.48,-6.78,69.33,18.21,60000.0,0.0,0.0,-44.38
2928,紅馬-KY,2017-04-13,2017-04-28,,,6.19,0.36,-7.48,92.87,54.72,-109702.0,0.0,0.0,32.0
2375,凱美,2017-04-24,2017-05-05,,,-6.77,1.87,-6.24,84.51,25.569999999999997,0.0,0.0,0.0,70.0
3362,先進光,2017-04-24,2017-05-05,,,5.89,1.87,-7.7,82.84,35.199999999999996,456300.0,0.0,0.0,43.57
3441,聯一光,2017-05-05,2017-05-15,,,-9.01,1.38,-13.32,67.71,25.8,330000.0,0.0,0.0,0.0
3406,玉晶光,2017-05-05,2017-05-17,,,-6.22,1.15,-9.11,56.94,4.93,-134040.0,0.0,0.0,19.02
4976,佳凌,2017-05-10,2017-05-22,,,9.07,0.29,-3.17,71.6,11.82,-106000.0,0.0,0.0,8.07
6426,統新,2017-05-10,2017-05-22,,,8.53,0.29,-7.07,62.74,12.280000000000001,-201000.0,0.0,0.0,26.64
3580,友威科,2017-05-17,2017-05-23,,,8.73,-0.06,-1.45,72.37,9.83,-176000.0,0.0,0.0,187.89
6283,淳安,2017-05-11,2017-05-23,,,-2.1,0.07,-5.97,80.97,26.99,-219000.0,-60000.0,0.0,-34.83
6165,浪凡,2017-05-23,2017-05-24,,,1.44,0.37,0.0,87.84,18.15,105000.0,0.0,0.0,-82.0
3162,精確,2017-05-23,2017-05-25,,,14.22,1.01,0.0,93.01,74.87,277000.0,0.0,0.0,-28.23
3362,先進光,2017-05-15,2017-05-25,,,6.49,0.72,-10.95,41.77,-12.17,392000.0,0.0,0.0,9.85
3379,彬台,2017-05-22,2017-05-25,,,11.51,1.11,0.0,78.17,18.529999999999998,0.0,0.0,0.0,-61.87
3162,精確,2017-05-26,2017-06-02,,,-10.36,0.5,-10.04,86.8,48.96,90000.0,0.0,0.0,-28.23
5302,太欣,2017-05-24,2017-06-06,,,2.84,1.63,-2.81,75.0,20.59,-187000.0,0.0,0.0,88.1
4502,健信,2017-05-22,2017-06-07,,,14.06,2.14,-0.66,89.78,43.49,0.0,0.0,0.0,74.67
3162,精確,2017-06-06,2017-06-08,,,-8.61,0.19,-9.27,75.59,13.25,-20000.0,0.0,0.0,-28.23
3580,友威科,2017-06-01,2017-06-12,,,6.86,0.24,-2.31,64.59,5.7299999999999995,-26000.0,0.0,0.0,187.89
1512,瑞利,2017-06-02,2017-06-13,,,0.24,-0.22,0.0,69.8,23.35,-286000.0,0.0,0.0,-36.29
4946,辣椒,2017-06-03,2017-06-14,,,29.25,-0.82,-1.59,86.3,26.340000000000003,5000.0,0.0,0.0,-23.0
6404,F-通訊,2017-06-07,2017-06-19,,,-2.73,0.42,-4.95,78.26,26.179999999999996,-1000.0,0.0,0.0,-47.94
6560,欣普羅,2017-06-12,2017-06-19,,,8.04,1.41,0.0,66.94,8.690000000000001,1000.0,0.0,0.0,-42.97
5465,富驊,2017-06-08,2017-06-20,,,5.72,1.0,-1.04,87.11,22.24,79000.0,0.0,0.0,-30.57
6111,光聚晶電,2017-06-20,2017-06-30,,,-38.96,1.57,-38.75,32.68,-16.669999999999998,20000.0,0.0,0.0,39.89
1512,瑞利,2017-07-03,2017-07-13,,,17.64,1.39,0.0,66.44,16.900000000000002,194000.0,0.0,0.0,-46.03
6150,撼訊,2017-07-05,2017-07-17,,,-1.93,1.49,-2.2,88.71,45.78,126000.0,0.0,0.0,6.02
6111,光聚晶電,2017-07-03,2017-07-19,,,-16.85,2.15,-31.51,5.31,-37.96,-17000.0,0.0,0.0,39.89
2734,易飛網,2017-07-17,2017-07-27,,,0.35,1.13,-8.22,91.73,50.36000000000001,-1000.0,0.0,0.0,-24.96
