股票代號,股票名稱,買進日期,賣出日期,買進價格,賣出價格,個人漲跌幅(%),同期大盤漲跌幅(%),最大虧損MAE(%),RSI_14,乖離率20MA(%),外資買賣超(股),投信買賣超(股),散戶融資增減(張),營收年增率(%)
3362,先進光,2017-07-24,2017-08-03,,,8.87,0.59,0.0,65.71,2.93,22000.0,0.0,0.0,22.65
4965,商店街,2017-08-02,2017-08-10,,,-2.82,-1.44,-8.34,78.48,26.900000000000002,2000.0,0.0,0.0,-20.0
1475,業旺,2017-08-02,2017-08-14,,,14.97,-2.41,0.0,77.75,27.339999999999996,-31000.0,0.0,0.0,-53.0
6462,神盾,2017-08-07,2017-08-17,,,9.1,-1.59,-6.66,82.61,20.19,1070000.0,65000.0,0.0,758.72
3019,亞光,2017-08-10,2017-08-22,,,11.26,0.8,-11.85,87.23,35.099999999999994,2193000.0,0.0,0.0,9.64
6165,浪凡,2017-08-10,2017-08-22,,,-21.52,0.8,-37.3,27.79,-20.880000000000003,-54000.0,0.0,0.0,-75.0
9935,慶豐富,2017-08-10,2017-08-22,,,33.74,0.8,-0.05,88.88,45.1,15000.0,0.0,0.0,7.16
3520,振維,2017-08-17,2017-08-28,,,34.47,1.64,0.0,36.81,-15.920000000000002,-13000.0,0.0,0.0,158.0
3162,精確,2017-08-24,2017-08-29,,,25.59,0.13,-0.48,78.79,31.11,-83000.0,0.0,0.0,-12.12
1526,日馳,2017-08-18,2017-08-30,,,-2.07,2.57,-3.4,91.61,38.93,95000.0,0.0,0.0,39.54
5475,德宏,2017-08-28,2017-08-30,,,-7.25,0.46,-7.38,81.85,34.18,105000.0,0.0,0.0,19.06
6120,達運,2017-08-31,2017-09-01,,,0.48,0.09,-2.24,94.79,43.18,1313000.0,0.0,0.0,-18.72
3630,新鉅科,2017-09-01,2017-09-04,,,1.42,-0.24,0.0,65.06,13.8,957000.0,0.0,0.0,-14.3
3504,揚明光,2017-08-25,2017-09-06,,,-2.51,0.38,-7.55,83.68,55.33,116000.0,0.0,0.0,-2.96
4721,美琪瑪,2017-08-25,2017-09-06,,,46.31,0.38,-1.04,80.14,34.21,434010.0,-64000.0,0.0,151.36
3019,亞光,2017-08-29,2017-09-08,,,9.31,1.12,-2.17,67.75,20.52,-287885.0,-3000.0,0.0,0.78
2374,佳能,2017-09-08,2017-09-11,,,0.42,-0.33,-1.49,69.72,9.19,230020.0,0.0,0.0,27.35
3406,玉晶光,2017-08-30,2017-09-11,,,12.75,0.07,-4.95,77.49,27.889999999999997,1471113.0,3000.0,0.0,-10.02
6120,達運,2017-09-06,2017-09-12,,,11.81,0.62,0.0,94.67,50.63999999999999,-79000.0,0.0,0.0,-18.72
4974,亞泰,2017-09-04,2017-09-14,,,-4.75,-0.08,-12.39,85.19,19.63,167000.0,0.0,0.0,-6.79
6243,迅杰,2017-09-14,2017-09-18,,,-6.65,0.75,-9.47,74.46,17.25,89000.0,0.0,0.0,-17.4
5457,宣德,2017-09-11,2017-09-21,,,7.42,0.11,-2.6,72.5,15.049999999999999,191000.0,0.0,0.0,18.0
6180,橘子,2017-09-11,2017-09-21,,,22.15,0.11,-3.72,85.05,34.89,581954.0,0.0,0.0,-16.14
4721,美琪瑪,2017-09-12,2017-09-22,,,1.36,-1.47,-20.11,91.12,32.910000000000004,37000.0,0.0,0.0,101.46
3630,新鉅科,2017-09-06,2017-09-25,,,-15.52,-1.93,-20.31,66.06,10.72,-279000.0,0.0,0.0,-14.3
1465,偉全,2017-09-18,2017-09-28,,,-3.43,-3.15,-3.92,85.62,26.39,36000.0,0.0,0.0,-8.85
3518,柏騰,2017-09-21,2017-10-02,,,10.2,-1.07,-12.48,85.39,32.04,-163000.0,0.0,0.0,-26.71
4907,富宇,2017-09-22,2017-10-11,,,-5.61,1.84,-7.48,95.98,54.64,-9000.0,0.0,0.0,941387.2
3232,昱捷,2017-10-13,2017-10-25,,,9.95,0.25,0.0,76.46,22.25,-71000.0,0.0,0.0,255.15
1526,日馳,2017-11-02,2017-11-10,,,-7.96,-0.52,-7.13,74.73,10.57,570000.0,0.0,0.0,92.67
3508,位速,2017-11-02,2017-11-14,,,-9.45,-0.94,-8.54,88.46,36.4,206000.0,0.0,0.0,176.26
4943,康控-KY,2017-11-02,2017-11-14,,,9.34,-0.94,-1.34,83.2,24.52,-946000.0,-192500.0,0.0,138.14
3317,尼克森,2017-11-02,2017-11-17,,,0.49,-0.8,-13.71,91.53,53.97,231000.0,0.0,0.0,10.34
1515,力山,2017-11-10,2017-11-22,,,-4.88,0.84,-12.84,68.24,12.35,186000.0,0.0,0.0,81.35
2405,輔信,2017-11-13,2017-11-23,,,13.53,1.6,-2.48,81.25,27.02,5981000.0,0.0,0.0,84.08
6242,立康,2017-11-20,2017-11-30,,,0.48,-0.98,-2.97,82.41,34.03,-1000.0,0.0,0.0,3.85
3051,力特,2017-11-28,2017-12-04,,,0.49,-0.52,-0.76,73.9,14.430000000000001,-31000.0,0.0,0.0,8.1
8924,大田,2017-11-23,2017-12-05,,,9.75,-2.65,0.0,56.64,2.9000000000000004,-10000.0,0.0,0.0,32.56
6180,橘子,2017-11-24,2017-12-06,,,3.74,-4.24,-6.04,77.09,22.009999999999998,781000.0,0.0,0.0,-21.27
3317,尼克森,2017-11-28,2017-12-08,,,-3.09,-2.88,-12.17,59.27,6.25,-73000.0,-902000.0,0.0,-2.84
3518,柏騰,2017-11-30,2017-12-12,,,-19.8,-1.11,-21.1,87.7,25.89,413000.0,0.0,0.0,-36.98
3645,達邁,2017-12-04,2017-12-14,,,13.68,-1.06,0.0,77.48,18.12,-241269.0,-7000.0,0.0,24.08
2405,輔信,2017-12-05,2017-12-15,,,1.67,-0.71,-17.05,75.0,17.14,2794000.0,0.0,0.0,84.08
5457,宣德,2017-12-06,2017-12-18,,,11.25,1.09,-4.5,52.49,-1.6199999999999999,-295000.0,0.0,0.0,31.53
3354,律勝,2017-12-08,2017-12-19,,,8.19,0.66,-0.05,81.75,44.55,26000.0,0.0,0.0,44.65
8287,英格爾,2017-12-22,2018-01-04,,,9.12,2.95,-4.54,52.76,11.55,29000.0,0.0,0.0,-88.94
6554,冠科-KY,2017-12-29,2018-01-16,,,1.32,3.23,-1.19,96.71,59.050000000000004,-1369401.0,-310000.0,0.0,
3508,位速,2018-01-12,2018-01-24,,,4.56,2.46,-0.05,57.32,1.7399999999999998,68000.0,-1710000.0,0.0,392.25
2033,佳大,2018-01-18,2018-01-30,,,-10.2,0.05,-11.78,82.06,24.349999999999998,1000.0,0.0,0.0,-14.29
6150,撼訊,2018-01-23,2018-02-02,,,27.69,-1.13,0.0,78.44,31.04,304000.0,-280000.0,0.0,300.6
2434,統懋,2018-03-01,2018-03-06,,,5.64,-0.01,0.0,80.49,56.39999999999999,87000.0,0.0,0.0,149.73
5386,青雲,2018-03-02,2018-03-07,,,46.01,0.44,0.0,76.22,41.42,-6000.0,0.0,0.0,124.42
5281,大峽谷-KY,2018-03-07,2018-03-08,,,6.94,0.73,0.0,94.21,56.31,-6000.0,0.0,0.0,398.9
2465,麗臺,2018-03-08,2018-03-13,,,-27.86,2.52,-28.17,84.11,36.07,79000.0,0.0,0.0,57.94
2388,威盛,2018-03-01,2018-03-13,,,33.49,2.87,0.0,72.03,30.75,-1020000.0,0.0,0.0,22.02
6150,撼訊,2018-03-02,2018-03-14,,,0.72,3.18,-7.87,72.77,40.57,-63000.0,0.0,0.0,885.46
6237,驊訊,2018-03-02,2018-03-14,,,11.19,3.18,-5.29,74.43,20.580000000000002,20000.0,0.0,0.0,153.26
2425,承啟,2018-03-06,2018-03-16,,,-16.79,2.26,-20.09,90.71,47.160000000000004,-1587708.0,0.0,0.0,-0.72
5281,大峽谷-KY,2018-03-13,2018-03-19,,,7.27,-0.44,0.0,81.87,31.619999999999997,143000.0,0.0,0.0,330.65
2465,麗臺,2018-03-14,2018-03-20,,,-17.64,-0.25,-19.41,59.8,-2.5,-24000.0,0.0,0.0,-39.37
8093,保銳,2018-03-20,2018-03-21,,,23.44,0.0,0.0,75.69,31.730000000000004,-161000.0,0.0,0.0,102.4
3228,金麗科,2018-03-14,2018-03-22,,,23.15,-0.3,-3.04,85.75,37.32,-10000.0,0.0,0.0,93.79
4807,日成-KY,2018-03-21,2018-03-22,,,2.74,-0.05,-2.34,91.35,37.24,-13000.0,0.0,0.0,87.69
6472,保瑞,2018-03-16,2018-03-23,,,8.76,-1.85,-2.15,95.31,38.81,-41000.0,0.0,0.0,22.33
5386,青雲,2018-03-22,2018-03-26,,,3.19,-1.51,-1.49,47.22,-17.88,0.0,0.0,0.0,286.15
4303,信立,2018-03-26,2018-03-28,,,-9.67,0.24,-9.35,83.59,28.439999999999998,-2000.0,0.0,0.0,0.98
6499,益安,2018-03-14,2018-03-29,,,19.8,-1.75,0.0,95.16,51.22,-7000.0,0.0,0.0,-73.34
4303,信立,2018-03-29,2018-03-30,,,-2.48,0.56,-4.76,71.23,11.790000000000001,1000.0,0.0,0.0,0.98
8201,無敵,2018-03-22,2018-03-30,,,-3.21,-0.91,-9.65,70.39,21.2,0.0,0.0,0.0,94.68
5410,國眾,2018-03-26,2018-04-09,,,1.95,0.49,-2.92,78.7,20.599999999999998,-107000.0,0.0,0.0,6.74
6240,松崗,2018-04-09,2018-04-10,,,-4.2,0.31,-3.87,68.39,13.66,0.0,0.0,0.0,-45.28
6118,建達,2018-03-23,2018-04-11,,,10.39,1.39,-5.78,82.07,50.19,534970.0,0.0,0.0,44.38
4144,康聯-KY,2018-03-30,2018-04-13,,,-5.58,0.54,-13.58,81.73,22.95,-237000.0,0.0,0.0,-49.0
5281,大峽谷-KY,2018-03-30,2018-04-13,,,0.03,0.54,-12.75,79.92,25.119999999999997,69000.0,0.0,0.0,330.65
6523,達爾膚,2018-04-13,2018-04-16,,,-4.45,-0.1,-5.13,68.34,21.21,-94000.0,0.0,0.0,-35.61
6533,晶心科,2018-03-31,2018-04-16,,,6.08,0.32,-3.44,93.08,25.85,1020000.0,0.0,0.0,-47.44
6101,寬魚國際,2018-04-10,2018-04-18,,,2.04,-0.73,-2.36,82.04,27.339999999999996,2000.0,0.0,0.0,1292.7
1514,亞力,2018-04-13,2018-04-25,,,-8.15,-3.7,-7.82,79.56,27.49,-418000.0,0.0,0.0,33.16
2013,中鋼構,2018-04-11,2018-04-26,,,2.51,-4.42,-8.39,85.44,45.739999999999995,-38000.0,-175000.0,0.0,-15.88
9958,世紀鋼,2018-04-16,2018-04-26,,,-3.83,-4.25,-15.33,70.02,13.469999999999999,793999.0,-40000.0,0.0,-6.7
2208,台船,2018-04-18,2018-04-30,,,-7.41,-1.75,-11.22,82.71,25.53,1150000.0,0.0,0.0,-25.91
6284,佳邦,2018-04-25,2018-04-30,,,4.46,0.93,0.0,73.28,18.75,-80000.0,0.0,0.0,13.45
6492,生華科,2018-04-26,2018-04-30,,,-6.46,1.61,-7.87,66.88,10.86,1000.0,0.0,0.0,
6118,建達,2018-04-30,2018-05-02,,,5.77,-0.37,0.0,16.3,-22.2,1000.0,0.0,0.0,25.61
2323,中環,2018-04-20,2018-05-03,,,-7.73,-2.46,-10.07,73.88,22.470000000000002,1757000.0,1000000.0,0.0,-11.96
3628,盈正,2018-04-30,2018-05-04,,,9.1,-1.21,-0.23,68.05,7.5,0.0,0.0,0.0,58.45
4545,銘鈺,2018-04-30,2018-05-07,,,6.41,-0.5,0.0,59.01,-1.25,32000.0,0.0,0.0,17.71
6150,撼訊,2018-04-26,2018-05-09,,,-6.09,2.05,-13.18,16.69,-41.33,147000.0,0.0,0.0,503.2
3105,穩懋,2018-05-02,2018-05-14,,,19.0,3.14,0.0,23.96,-22.37,1016505.0,-1533000.0,0.0,22.07
5481,新華,2018-05-03,2018-05-18,,,2.83,3.01,-8.38,22.08,-29.28,247000.0,0.0,0.0,5428.43
2492,華新科,2018-05-10,2018-05-22,,,27.13,1.66,0.0,72.51,34.48,80563.0,16000.0,0.0,58.25
9958,世紀鋼,2018-05-11,2018-05-23,,,17.77,0.25,-0.75,9.32,-31.86,390000.0,0.0,0.0,-38.45
6173,信昌電,2018-05-16,2018-05-28,,,3.17,0.83,-11.76,80.8,31.53,776496.0,-82000.0,0.0,53.19
3026,禾伸堂,2018-05-17,2018-05-29,,,7.54,1.2,-5.58,80.41,37.03,-344000.0,-140000.0,0.0,33.52
2349,錸德,2018-05-18,2018-05-30,,,31.06,-0.09,0.0,81.8,43.93,7876000.0,0.0,0.0,2.6
2444,兆勁,2018-05-31,2018-06-04,,,-9.25,2.16,-8.65,25.3,-24.46,3420000.0,0.0,0.0,-33.01
6496,科懋,2018-05-30,2018-06-04,,,2.25,2.67,0.0,14.83,-26.05,79000.0,0.0,0.0,6.41
2388,威盛,2018-05-24,2018-06-05,,,15.08,1.5,-1.74,60.17,8.63,173000.0,0.0,0.0,7.52
5299,杰力,2018-06-05,2018-06-06,,,-4.82,0.92,-4.86,85.89,35.57,55000.0,-75000.0,0.0,66.61
6111,光聚晶電,2018-06-04,2018-06-06,,,-7.87,0.84,-8.97,85.3,34.18,137000.0,0.0,0.0,-5.01
3624,光頡,2018-06-01,2018-06-08,,,37.91,1.9,0.0,69.57,25.86,-472000.0,0.0,0.0,40.25
3068,美磊,2018-06-01,2018-06-13,,,,2.06,0.0,79.9,24.95,1195000.0,13000.0,0.0,-0.39
3090,日電貿,2018-06-04,2018-06-14,,,-2.56,-0.85,-5.34,62.28,7.449999999999999,1777720.0,-668000.0,0.0,40.3
5299,杰力,2018-06-13,2018-06-15,,,1.51,-0.75,-3.23,85.19,35.870000000000005,-87000.0,44000.0,0.0,66.36
3707,漢磊,2018-06-06,2018-06-19,,,12.41,-2.63,0.0,72.93,18.86,2857050.0,360000.0,0.0,21.58
3624,光頡,2018-06-19,2018-06-20,,,-2.3,0.22,-2.25,61.9,14.510000000000002,346000.0,0.0,0.0,57.48
2349,錸德,2018-06-08,2018-06-21,,,7.04,-1.88,-6.61,74.62,29.959999999999997,5120000.0,8829000.0,0.0,2.6
6127,九豪,2018-06-06,2018-06-22,,,1.48,-2.65,-6.21,96.99,51.580000000000005,-915000.0,800000.0,0.0,-8.07
3504,揚明光,2018-06-15,2018-06-28,,,-28.16,-3.03,-34.88,82.68,32.029999999999994,405000.0,0.0,0.0,44.2
3624,光頡,2018-06-22,2018-06-28,,,14.31,-1.39,0.0,62.42,1.59,459310.0,0.0,0.0,57.48
6173,信昌電,2018-06-15,2018-06-28,,,3.23,-3.03,-10.95,68.55,22.81,-1288859.0,-49000.0,0.0,89.15
5328,華容,2018-06-28,2018-06-29,,,8.79,1.72,0.0,69.25,15.45,-480000.0,0.0,0.0,26.6
3025,星通,2018-06-28,2018-07-02,,,-9.57,1.23,-12.32,89.2,35.04,-46000.0,0.0,0.0,-2.6
8261,富鼎,2018-06-20,2018-07-02,,,-0.75,-0.41,-12.17,72.1,24.67,542000.0,0.0,0.0,63.24
4976,佳凌,2018-06-21,2018-07-03,,,-0.39,-1.08,-11.38,66.17,8.94,-716000.0,-100000.0,0.0,30.03
4513,福裕,2018-06-28,2018-07-10,,,3.57,1.96,-1.18,83.41,32.550000000000004,3000.0,0.0,0.0,136.72
6155,鈞寶,2018-07-03,2018-07-13,,,9.33,2.69,-2.26,66.3,17.919999999999998,-175000.0,0.0,0.0,17.54
6432,今展科,2018-07-04,2018-07-16,,,7.96,1.97,-4.95,66.75,29.599999999999998,30000.0,0.0,0.0,28.64
6118,建達,2018-07-05,2018-07-17,,,-16.05,2.54,-17.9,70.81,22.830000000000002,268000.0,0.0,0.0,30.42
6542,隆中,2018-07-12,2018-07-24,,,-0.27,2.82,-6.26,86.22,40.48,-5000.0,0.0,0.0,11.95
2413,環科,2018-07-11,2018-07-26,,,10.05,4.02,0.0,22.7,-37.37,130000.0,0.0,0.0,-8.25
6472,保瑞,2018-07-18,2018-07-30,,,11.07,2.38,-12.27,68.04,16.400000000000002,57000.0,0.0,0.0,421.02
8913,全銓,2018-07-18,2018-07-30,,,0.53,2.38,-11.23,2.08,-55.08,-23520.0,0.0,0.0,-4.0
2702,華園,2018-07-19,2018-07-31,,,36.62,2.7,0.0,93.0,41.949999999999996,227000.0,0.0,0.0,-14.46
3105,穩懋,2018-07-31,2018-08-10,,,11.42,-0.22,0.0,28.87,-27.810000000000002,-3810361.0,-706114.0,0.0,19.39
2478,大毅,2018-08-03,2018-08-15,,,-15.39,-2.43,-22.17,35.86,-11.360000000000001,-695000.0,-200000.0,0.0,67.94
2349,錸德,2018-08-06,2018-08-16,,,-30.93,-2.79,-29.96,32.56,-7.33,5458000.0,-2396000.0,0.0,2.12
5310,天剛,2018-08-10,2018-08-22,,,12.85,-1.42,-1.06,96.69,38.84,220000.0,0.0,0.0,-19.51
2702,華園,2018-08-22,2018-09-03,,,12.74,1.59,0.0,15.71,-43.120000000000005,-4000.0,0.0,0.0,-13.37
6414,樺漢,2018-08-23,2018-09-04,,,1.88,1.56,-0.05,19.93,-18.029999999999998,-155000.0,-95759.0,0.0,78.9
2368,金像電,2018-08-24,2018-09-05,,,-0.08,1.81,-5.98,91.24,38.47,2392000.0,497000.0,0.0,15.4
4303,信立,2018-09-06,2018-09-12,,,-27.35,-1.83,-28.02,67.78,13.170000000000002,-20000.0,0.0,0.0,-1.52
3630,新鉅科,2018-09-19,2018-10-02,,,10.74,0.59,-0.05,36.23,-6.54,-77000.0,0.0,0.0,316.26
3176,基亞,2018-09-20,2018-10-03,,,2.66,0.3,0.0,78.7,39.96,-25000.0,0.0,0.0,-5.8
2348,海悅,2018-09-25,2018-10-05,,,10.48,-4.2,-8.33,85.99,22.56,23000.0,0.0,0.0,199.78
5274,信驊,2018-10-09,2018-10-12,,,-9.45,-4.02,-15.27,11.03,-34.42,-76644.0,-62000.0,0.0,14.62
5281,大峽谷-KY,2018-10-25,2018-10-31,,,3.67,2.96,0.0,5.77,-34.47,25000.0,0.0,0.0,-10.61
8489,三貝德,2018-11-07,2018-11-19,,,-1.69,-0.8,-8.16,18.06,-25.05,316000.0,-23600.0,0.0,55.64
5274,信驊,2018-11-08,2018-11-20,,,-7.54,-2.02,-6.31,61.75,13.96,26000.0,-3017.0,0.0,7.68
8431,匯鑽科,2018-11-19,2018-11-29,,,6.59,0.58,-5.44,38.54,-22.14,29000.0,0.0,0.0,15.59
1526,日馳,2018-11-21,2018-12-03,,,15.92,4.07,-2.06,83.3,44.56,-160000.0,0.0,0.0,1.46
8932,智通*,2018-11-28,2018-12-10,,,26.77,-2.4,0.0,86.84,31.740000000000002,-1000.0,0.0,0.0,-6.1
3356,奇偶,2018-12-03,2018-12-13,,,1.11,-2.75,-3.23,85.89,30.9,19000.0,0.0,0.0,3.51
3152,璟德,2018-12-06,2018-12-18,,,3.78,0.35,-2.47,80.12,17.330000000000002,-318000.0,31000.0,0.0,0.55
2702,華園,2018-12-05,2018-12-20,,,-14.32,-2.44,-10.08,77.74,44.269999999999996,5000.0,0.0,0.0,-14.71
3438,類比科,2018-12-13,2018-12-27,,,-0.18,-2.2,-0.05,98.58,49.18,-14000.0,0.0,0.0,-15.0
5450,南良,2019-01-10,2019-01-22,,,20.09,1.79,-2.88,88.61,41.47,0.0,0.0,0.0,-10.21
4903,聯光通,2019-01-11,2019-01-23,,,-1.67,0.89,-1.64,83.08,21.34,177001.0,0.0,0.0,3.5
3630,新鉅科,2019-01-18,2019-01-30,,,9.02,0.98,-0.76,59.26,1.71,-268000.0,0.0,0.0,141.12
3324,雙鴻,2019-01-22,2019-02-12,,,18.36,2.05,-1.84,63.93,4.65,141000.0,-46000.0,0.0,4.63
5475,德宏,2019-02-13,2019-02-25,,,8.56,2.98,0.0,81.27,26.779999999999998,15000.0,0.0,0.0,-40.35
6188,廣明,2019-02-19,2019-03-05,,,20.77,1.51,0.0,88.77,25.66,660000.0,-178000.0,0.0,37.69
3324,雙鴻,2019-02-20,2019-03-06,,,-4.87,0.82,-6.98,56.12,-1.15,-132000.0,-581000.0,0.0,40.61
5450,南良,2019-03-04,2019-03-14,,,7.97,-0.01,-2.67,69.06,14.2,15000.0,0.0,0.0,253.2
3147,大綜,2019-03-05,2019-03-15,,,20.85,1.3,0.0,86.49,41.4,7000.0,0.0,0.0,92.58
5340,建榮,2019-03-06,2019-03-18,,,-1.89,1.5,-7.54,82.98,30.43,-128000.0,0.0,0.0,-10.05
3630,新鉅科,2019-03-20,2019-04-01,,,5.17,0.86,-2.08,45.72,-6.2,-421849.0,0.0,0.0,333.09
5278,尚凡,2019-03-21,2019-04-02,,,-6.87,0.76,-6.95,79.43,28.389999999999997,40000.0,0.0,0.0,42.14
3535,晶彩科,2019-03-29,2019-04-17,,,-9.29,3.35,-16.62,90.48,59.78,-212000.0,0.0,0.0,420.18
3483,力致,2019-04-09,2019-04-19,,,11.27,1.08,-3.65,94.14,34.63,224000.0,489000.0,0.0,-10.67
6538,倉和,2019-04-11,2019-04-23,,,-7.87,2.01,-9.92,97.44,37.09,14000.0,75000.0,0.0,27.27
4523,永彰,2019-04-12,2019-04-24,,,-12.52,2.06,-6.39,88.17,34.58,-31000.0,0.0,0.0,-32.13
4433,興采,2019-04-15,2019-04-25,,,-13.31,1.51,-14.11,79.12,22.15,10000.0,0.0,0.0,-12.75
3338,泰碩,2019-04-22,2019-05-03,,,-0.56,0.99,-4.46,80.73,28.82,1274739.0,201000.0,0.0,25.88
5258,虹堡,2019-04-24,2019-05-07,,,-4.29,-0.37,-8.3,89.81,32.76,154000.0,0.0,0.0,19.07
5450,南良,2019-04-26,2019-05-09,,,8.26,-2.0,-2.08,73.03,16.869999999999997,-224000.0,0.0,0.0,402.88
3483,力致,2019-05-03,2019-05-15,,,-0.12,-4.83,-11.12,24.47,-27.36,569000.0,-1183000.0,0.0,13.28
6158,禾昌,2019-05-06,2019-05-16,,,-2.99,-3.88,-11.89,81.31,22.6,-50000.0,0.0,0.0,-0.95
5340,建榮,2019-05-09,2019-05-21,,,11.91,-2.51,-3.21,44.13,-9.790000000000001,-362000.0,0.0,0.0,-20.62
3630,新鉅科,2019-05-16,2019-05-28,,,-5.61,-1.55,-9.21,74.44,17.0,157000.0,0.0,0.0,332.94
6150,撼訊,2019-05-23,2019-06-04,,,4.81,1.18,0.0,54.48,-0.41000000000000003,58000.0,0.0,0.0,-27.18
2406,國碩,2019-05-24,2019-06-05,,,-1.51,1.3,-9.03,75.38,24.48,645000.0,0.0,0.0,-26.87
6150,撼訊,2019-06-26,2019-07-08,,,-1.41,1.78,-1.71,67.68,4.67,-17000.0,55000.0,0.0,-58.19
3630,新鉅科,2019-07-08,2019-07-18,,,-1.25,1.06,-9.53,54.35,1.9800000000000002,-796000.0,0.0,0.0,266.23
6150,撼訊,2019-07-17,2019-07-29,,,10.91,1.25,0.0,45.25,-2.48,-266000.0,-50000.0,0.0,-14.17
4433,興采,2019-07-25,2019-08-06,,,-3.88,-4.69,-3.25,84.48,27.07,96000.0,0.0,0.0,8.99
6510,精測,2019-08-15,2019-08-27,,,19.39,0.78,-1.77,84.07,23.39,365787.0,-115000.0,0.0,0.53
3293,鈊象,2019-08-19,2019-08-29,,,0.92,-0.01,-3.69,78.88,17.380000000000003,174000.0,-34000.0,0.0,108.88
4968,立積,2019-08-26,2019-09-05,,,13.12,4.01,0.0,63.77,7.16,259000.0,348000.0,0.0,18.81
6426,統新,2019-08-26,2019-09-05,,,2.96,4.01,-1.17,69.93,18.05,301000.0,-160000.0,0.0,89.73
6683,雍智科技,2019-08-27,2019-09-11,,,-11.51,3.98,-13.53,94.87,45.43,55000.0,-166000.0,0.0,38.56
4529,淳紳,2019-09-06,2019-09-12,,,-5.92,0.44,-10.16,68.3,5.08,-66000.0,0.0,0.0,2.05
5498,凱崴,2019-09-02,2019-09-12,,,12.46,1.85,-0.45,88.89,30.91,-6000.0,0.0,0.0,5.01
6231,系微,2019-09-02,2019-09-18,,,-15.48,2.84,-24.19,96.57,49.01,-61000.0,0.0,0.0,19.81
5487,通泰,2019-09-23,2019-10-03,,,-1.19,-0.38,-1.44,84.09,31.209999999999997,0.0,0.0,0.0,57.9
4968,立積,2019-10-09,2019-10-23,,,23.25,3.21,0.0,77.27,17.39,-622000.0,114000.0,0.0,20.86
4502,健信,2019-10-24,2019-10-28,,,-0.73,-0.04,-1.75,77.39,25.2,-7000.0,0.0,0.0,-41.09
6426,統新,2019-10-17,2019-10-29,,,4.4,1.32,-5.23,61.17,4.47,-263000.0,0.0,0.0,32.27
2504,國產,2019-10-23,2019-11-04,,,7.47,2.83,-2.3,89.05,24.92,-924514.0,135650.0,0.0,8.25
8463,潤泰材,2019-10-23,2019-11-04,,,3.85,2.83,-9.64,89.14,35.53,-109000.0,0.0,0.0,11.19
4502,健信,2019-10-29,2019-11-05,,,10.58,2.74,-2.8,77.11,18.8,0.0,0.0,0.0,-41.09
8086,宏捷科,2019-10-25,2019-11-06,,,5.59,3.17,-6.91,76.01,18.08,-686100.0,431000.0,0.0,94.14
4908,前鼎,2019-10-28,2019-11-07,,,15.79,2.58,0.0,86.5,30.31,297000.0,0.0,0.0,2.43
3374,精材,2019-11-04,2019-11-14,,,-5.74,-0.92,-9.28,89.31,23.45,-1422000.0,795000.0,0.0,-6.98
6649,台生材,2019-11-08,2019-11-20,,,8.95,0.45,-4.62,79.07,22.81,-2000.0,0.0,0.0,8703.92
8086,宏捷科,2019-11-14,2019-11-26,,,-0.89,1.1,-6.78,39.34,-8.52,2299675.0,-638210.0,0.0,127.66
8040,九暘電,2019-11-19,2019-11-29,,,16.48,-1.43,0.0,77.43,34.42,111000.0,0.0,0.0,28.58
3374,精材,2019-12-02,2019-12-12,,,16.82,2.9,-0.05,64.09,0.19,-579000.0,136000.0,0.0,-15.59
6169,昱泉,2019-12-06,2019-12-13,,,-1.05,2.74,-3.03,81.25,34.99,-1000.0,0.0,0.0,-85.41
3631,晟楠,2019-12-13,2019-12-19,,,16.51,0.94,0.0,91.84,25.6,83000.0,0.0,0.0,-75.22
3680,家登,2019-12-10,2019-12-20,,,-0.39,3.03,-0.05,83.01,19.0,62000.0,0.0,0.0,28.41
6531,愛普,2019-12-10,2019-12-20,,,7.43,3.03,-1.04,96.16,48.86,604000.0,0.0,0.0,-1.0
8182,加高,2019-12-10,2019-12-20,,,5.99,3.03,-4.42,91.26,38.51,18000.0,0.0,0.0,1.39
3631,晟楠,2019-12-20,2019-12-25,,,2.53,0.41,0.0,96.75,32.41,-133000.0,0.0,0.0,-75.22
5309,系統電,2019-12-12,2019-12-27,,,14.18,2.34,-12.24,99.33,55.1,2058000.0,0.0,0.0,0.03
3131,弘塑,2019-12-19,2019-12-31,,,-1.79,-0.18,-6.89,79.2,22.400000000000002,-77000.0,-20000.0,0.0,94.23
5906,台南-KY,2019-12-30,2020-01-03,,,4.74,0.47,-0.69,89.06,47.49,-19000.0,0.0,0.0,7.26
3680,家登,2019-12-24,2020-01-06,,,13.3,-0.19,0.0,36.65,-8.1,6000.0,-395000.0,0.0,47.01
5906,台南-KY,2020-01-06,2020-01-07,,,2.97,-0.61,0.0,81.14,30.740000000000002,6000.0,0.0,0.0,7.26
8101,華冠,2020-01-03,2020-01-07,,,-11.23,-1.9,-11.81,78.06,23.78,9000.0,0.0,0.0,-60.54
3374,精材,2019-12-30,2020-01-10,,,2.06,-0.24,-5.85,67.03,6.97,305125.0,36000.0,0.0,1.18
5328,華容,2020-01-02,2020-01-14,,,-19.4,0.66,-18.2,84.5,31.91,-12000.0,0.0,0.0,33.54
8034,榮群,2020-01-02,2020-01-14,,,-4.18,0.66,-13.2,81.99,24.54,24000.0,0.0,0.0,134.1
8101,華冠,2020-01-10,2020-01-15,,,3.93,0.56,-3.38,63.42,2.36,56000.0,0.0,0.0,-60.54
